T Cv
2.497500 1.501758
2.495003 1.501719
2.492507 1.501719
2.490015 1.501828
2.487525 1.501812
2.485037 1.501661
2.482552 1.501812
2.480070 1.501933
2.477590 1.501888
2.475112 1.501888
2.472637 1.501834
2.470164 1.501855
2.467694 1.501924
2.465227 1.501841
2.462761 1.501756
2.460299 1.501775
2.457838 1.501731
2.455380 1.501714
2.452925 1.501653
2.450472 1.501563
2.448022 1.501533
2.445574 1.501540
2.443128 1.501527
2.440685 1.501556
2.438244 1.501514
2.435806 1.501410
2.433370 1.501403
2.430937 1.501435
2.428506 1.501465
2.426077 1.501460
2.423651 1.501462
2.421228 1.501452
2.418806 1.501515
2.416388 1.501469
2.413971 1.501529
2.411557 1.501536
2.409146 1.501561
2.406737 1.501582
2.404330 1.501558
2.401926 1.501521
2.399524 1.501461
2.397124 1.501463
2.394727 1.501467
2.392332 1.501490
2.389940 1.501530
2.387550 1.501544
2.385162 1.501578
2.382777 1.501534
2.380394 1.501477
2.378014 1.501430
2.375636 1.501496
2.373260 1.501577
2.370887 1.501549
2.368516 1.501515
2.366148 1.501509
2.363782 1.501548
2.361418 1.501574
2.359056 1.501556
2.356697 1.501513
2.354341 1.501463
2.351986 1.501467
2.349634 1.501466
2.347285 1.501496
2.344937 1.501524
2.342592 1.501497
2.340250 1.501481
2.337910 1.501506
2.335572 1.501468
2.333236 1.501489
2.330903 1.501428
2.328572 1.501428
2.326243 1.501404
2.323917 1.501446
2.321593 1.501414
2.319272 1.501442
2.316952 1.501408
2.314635 1.501447
2.312321 1.501448
2.310009 1.501468
2.307698 1.501457
2.305391 1.501497
2.303085 1.501454
2.300782 1.501443
2.298482 1.501439
2.296183 1.501438
2.293887 1.501434
2.291593 1.501461
2.289301 1.501422
2.287012 1.501450
2.284725 1.501525
2.282440 1.501465
2.280158 1.501390
2.277878 1.501335
2.275600 1.501342
2.273324 1.501366
2.271051 1.501405
2.268780 1.501427
2.266511 1.501423
2.264245 1.501409
2.261980 1.501384
2.259718 1.501375
2.257459 1.501452
2.255201 1.501498
2.252946 1.501429
2.250693 1.501444
2.248442 1.501374
2.246194 1.501343
2.243948 1.501270
2.241704 1.501266
2.239462 1.501359
2.237223 1.501411
2.234985 1.501408
2.232750 1.501398
2.230518 1.501482
2.228287 1.501556
2.226059 1.501500
2.223833 1.501551
2.221609 1.501591
2.219387 1.501540
2.217168 1.501559
2.214951 1.501540
2.212736 1.501562
2.210523 1.501476
2.208313 1.501462
2.206104 1.501374
2.203898 1.501324
2.201694 1.501374
2.199493 1.501347
2.197293 1.501238
2.195096 1.501276
2.192901 1.501280
2.190708 1.501251
2.188517 1.501296
2.186329 1.501312
2.184142 1.501279
2.181958 1.501300
2.179776 1.501357
2.177596 1.501380
2.175419 1.501410
2.173243 1.501347
2.171070 1.501344
2.168899 1.501358
2.166730 1.501373
2.164563 1.501444
2.162399 1.501420
2.160236 1.501417
2.158076 1.501429
2.155918 1.501482
2.153762 1.501429
2.151608 1.501396
2.149457 1.501392
2.147307 1.501415
2.145160 1.501341
2.143015 1.501318
2.140872 1.501370
2.138731 1.501343
2.136592 1.501408
2.134456 1.501392
2.132321 1.501344
2.130189 1.501361
2.128059 1.501299
2.125931 1.501313
2.123805 1.501356
2.121681 1.501311
2.119559 1.501289
2.117440 1.501292
2.115322 1.501267
2.113207 1.501286
2.111094 1.501326
2.108983 1.501336
2.106874 1.501297
2.104767 1.501298
2.102662 1.501300
2.100559 1.501272
2.098459 1.501239
2.096360 1.501284
2.094264 1.501283
2.092170 1.501232
2.090078 1.501301
2.087987 1.501340
2.085899 1.501344
2.083814 1.501296
2.081730 1.501340
2.079648 1.501325
2.077568 1.501314
2.075491 1.501352
2.073415 1.501373
2.071342 1.501312
2.069271 1.501325
2.067201 1.501321
2.065134 1.501287
2.063069 1.501277
2.061006 1.501242
2.058945 1.501319
2.056886 1.501308
2.054829 1.501211
2.052774 1.501171
2.050721 1.501154
2.048671 1.501135
2.046622 1.501143
2.044575 1.501169
2.042531 1.501200
2.040488 1.501210
2.038448 1.501238
2.036409 1.501247
2.034373 1.501235
2.032339 1.501251
2.030306 1.501265
2.028276 1.501224
2.026248 1.501228
2.024221 1.501244
2.022197 1.501257
2.020175 1.501307
2.018155 1.501368
2.016137 1.501346
2.014121 1.501322
2.012106 1.501271
2.010094 1.501303
2.008084 1.501314
2.006076 1.501344
2.004070 1.501348
2.002066 1.501233
2.000064 1.501349
1.998064 1.501398
1.996066 1.501430
1.994070 1.501415
1.992076 1.501423
1.990084 1.501325
1.988094 1.501220
1.986105 1.501265
1.984119 1.501296
1.982135 1.501281
1.980153 1.501264
1.978173 1.501270
1.976195 1.501251
1.974219 1.501297
1.972244 1.501315
1.970272 1.501307
1.968302 1.501321
1.966334 1.501283
1.964367 1.501265
1.962403 1.501248
1.960440 1.501187
1.958480 1.501183
1.956521 1.501214
1.954565 1.501208
1.952610 1.501203
1.950658 1.501204
1.948707 1.501196
1.946758 1.501164
1.944812 1.501142
1.942867 1.501118
1.940924 1.501122
1.938983 1.501143
1.937044 1.501135
1.935107 1.501118
1.933172 1.501128
1.931239 1.501135
1.929308 1.501094
1.927378 1.501092
1.925451 1.501135
1.923525 1.501138
1.921602 1.501191
1.919680 1.501204
1.917761 1.501155
1.915843 1.501134
1.913927 1.501143
1.912013 1.501182
1.910101 1.501225
1.908191 1.501258
1.906283 1.501242
1.904376 1.501217
1.902472 1.501206
1.900570 1.501159
1.898669 1.501168
1.896770 1.501190
1.894874 1.501210
1.892979 1.501181
1.891086 1.501165
1.889195 1.501203
1.887305 1.501218
1.885418 1.501251
1.883533 1.501249
1.881649 1.501214
1.879768 1.501231
1.877888 1.501201
1.876010 1.501167
1.874134 1.501185
1.872260 1.501199
1.870388 1.501211
1.868517 1.501229
1.866649 1.501250
1.864782 1.501201
1.862917 1.501144
1.861054 1.501089
1.859193 1.501062
1.857334 1.501077
1.855477 1.501047
1.853621 1.501025
1.851768 1.501034
1.849916 1.501083
1.848066 1.501190
1.846218 1.501201
1.844372 1.501171
1.842527 1.501162
1.840685 1.501127
1.838844 1.501168
1.837005 1.501144
1.835168 1.501129
1.833333 1.501098
1.831500 1.501095
1.829668 1.501097
1.827839 1.501140
1.826011 1.501197
1.824185 1.501199
1.822360 1.501206
1.820538 1.501139
1.818718 1.501102
1.816899 1.501101
1.815082 1.501093
1.813267 1.501061
1.811454 1.501059
1.809642 1.501113
1.807833 1.501109
1.806025 1.501136
1.804219 1.501168
1.802414 1.501143
1.800612 1.501111
1.798811 1.501138
1.797013 1.501116
1.795216 1.501075
1.793420 1.501087
1.791627 1.501131
1.789835 1.501131
1.788045 1.501057
1.786257 1.501051
1.784471 1.501108
1.782687 1.501094
1.780904 1.501101
1.779123 1.501140
1.777344 1.501129
1.775567 1.501088
1.773791 1.501104
1.772017 1.501048
1.770245 1.501032
1.768475 1.501041
1.766707 1.501095
1.764940 1.501100
1.763175 1.501091
1.761412 1.501057
1.759650 1.501068
1.757891 1.501123
1.756133 1.501127
1.754377 1.501084
1.752622 1.501037
1.750870 1.501040
1.749119 1.501110
1.747370 1.501102
1.745622 1.501067
1.743877 1.501055
1.742133 1.501032
1.740391 1.500977
1.738650 1.500951
1.736912 1.500971
1.735175 1.500978
1.733440 1.501002
1.731706 1.501036
1.729974 1.501045
1.728244 1.501020
1.726516 1.501008
1.724790 1.501023
1.723065 1.501011
1.721342 1.501002
1.719620 1.500959
1.717901 1.500976
1.716183 1.500991
1.714467 1.500989
1.712752 1.500977
1.711040 1.500963
1.709329 1.500963
1.707619 1.500972
1.705912 1.500988
1.704206 1.500974
1.702501 1.500932
1.700799 1.500923
1.699098 1.500924
1.697399 1.500924
1.695702 1.500925
1.694006 1.500929
1.692312 1.500930
1.690620 1.500915
1.688929 1.500870
1.687240 1.500852
1.685553 1.500869
1.683867 1.500860
1.682183 1.500907
1.680501 1.500925
1.678821 1.500940
1.677142 1.500970
1.675465 1.500953
1.673789 1.500933
1.672116 1.500888
1.670443 1.500853
1.668773 1.500895
1.667104 1.500913
1.665437 1.500892
1.663772 1.500890
1.662108 1.500883
1.660446 1.500881
1.658785 1.500940
1.657127 1.500946
1.655469 1.500915
1.653814 1.500910
1.652160 1.500889
1.650508 1.500895
1.648857 1.500899
1.647209 1.500890
1.645561 1.500889
1.643916 1.500883
1.642272 1.500874
1.640630 1.500902
1.638989 1.500928
1.637350 1.500908
1.635713 1.500873
1.634077 1.500838
1.632443 1.500841
1.630810 1.500837
1.629180 1.500870
1.627550 1.500909
1.625923 1.500925
1.624297 1.500926
1.622673 1.500931
1.621050 1.500888
1.619429 1.500877
1.617810 1.500906
1.616192 1.500955
1.614576 1.500985
1.612961 1.500983
1.611348 1.500956
1.609737 1.500917
1.608127 1.500898
1.606519 1.500918
1.604912 1.500935
1.603307 1.500971
1.601704 1.500998
1.600102 1.501006
1.598502 1.501013
1.596904 1.500984
1.595307 1.500991
1.593712 1.500979
1.592118 1.501030
1.590526 1.501009
1.588935 1.500975
1.587346 1.500947
1.585759 1.500933
1.584173 1.500931
1.582589 1.500881
1.581006 1.500892
1.579425 1.500924
1.577846 1.500941
1.576268 1.500938
1.574692 1.500937
1.573117 1.500953
1.571544 1.500958
1.569972 1.500950
1.568402 1.500929
1.566834 1.500971
1.565267 1.501006
1.563702 1.501018
1.562138 1.501046
1.560576 1.501010
1.559016 1.501003
1.557457 1.501032
1.555899 1.500985
1.554343 1.500985
1.552789 1.500983
1.551236 1.501004
1.549685 1.500956
1.548135 1.500925
1.546587 1.500904
1.545040 1.500943
1.543495 1.500950
1.541952 1.500970
1.540410 1.500907
1.538870 1.500811
1.537331 1.500880
1.535793 1.500953
1.534258 1.500972
1.532723 1.501000
1.531191 1.500984
1.529659 1.500906
1.528130 1.500924
1.526602 1.500928
1.525075 1.500935
1.523550 1.500936
1.522026 1.500918
1.520504 1.500874
1.518984 1.500902
1.517465 1.500894
1.515947 1.500839
1.514431 1.500809
1.512917 1.500797
1.511404 1.500781
1.509893 1.500784
1.508383 1.500778
1.506874 1.500790
1.505368 1.500824
1.503862 1.500828
1.502358 1.500819
1.500856 1.500808
1.499355 1.500792
1.497856 1.500778
1.496358 1.500767
1.494862 1.500784
1.493367 1.500817
1.491873 1.500845
1.490381 1.500848
1.488891 1.500833
1.487402 1.500824
1.485915 1.500835
1.484429 1.500860
1.482944 1.500859
1.481461 1.500869
1.479980 1.500883
1.478500 1.500927
1.477021 1.500942
1.475544 1.500923
1.474069 1.500894
1.472595 1.500867
1.471122 1.500850
1.469651 1.500844
1.468181 1.500850
1.466713 1.500883
1.465247 1.500879
1.463781 1.500842
1.462318 1.500805
1.460855 1.500854
1.459394 1.500869
1.457935 1.500878
1.456477 1.500902
1.455021 1.500910
1.453566 1.500865
1.452112 1.500864
1.450660 1.500880
1.449209 1.500852
1.447760 1.500838
1.446312 1.500882
1.444866 1.500916
1.443421 1.500870
1.441978 1.500834
1.440536 1.500839
1.439095 1.500859
1.437656 1.500845
1.436218 1.500877
1.434782 1.500878
1.433347 1.500839
1.431914 1.500823
1.430482 1.500833
1.429052 1.500857
1.427623 1.500901
1.426195 1.500916
1.424769 1.500890
1.423344 1.500909
1.421921 1.500925
1.420499 1.500931
1.419078 1.500972
1.417659 1.500982
1.416242 1.501008
1.414825 1.501002
1.413410 1.500980
1.411997 1.501027
1.410585 1.501040
1.409174 1.501049
1.407765 1.501013
1.406358 1.500991
1.404951 1.500980
1.403546 1.500937
1.402143 1.500912
1.400741 1.500903
1.399340 1.500950
1.397940 1.500965
1.396542 1.500905
1.395146 1.500838
1.393751 1.500858
1.392357 1.500918
1.390965 1.500950
1.389574 1.500934
1.388184 1.500918
1.386796 1.500924
1.385409 1.500913
1.384024 1.500913
1.382640 1.500924
1.381257 1.500914
1.379876 1.500876
1.378496 1.500869
1.377117 1.500881
1.375740 1.500856
1.374365 1.500894
1.372990 1.500911
1.371617 1.500874
1.370246 1.500865
1.368875 1.500808
1.367507 1.500831
1.366139 1.500879
1.364773 1.500842
1.363408 1.500806
1.362045 1.500807
1.360683 1.500798
1.359322 1.500830
1.357963 1.500857
1.356605 1.500869
1.355248 1.500912
1.353893 1.500917
1.352539 1.500891
1.351186 1.500897
1.349835 1.500920
1.348485 1.500959
1.347137 1.500943
1.345790 1.500915
1.344444 1.500922
1.343100 1.500900
1.341756 1.500889
1.340415 1.500890
1.339074 1.500901
1.337735 1.500904
1.336397 1.500914
1.335061 1.500901
1.333726 1.500853
1.332392 1.500811
1.331060 1.500840
1.329729 1.500856
1.328399 1.500849
1.327071 1.500879
1.325744 1.500871
1.324418 1.500890
1.323093 1.500896
1.321770 1.500863
1.320449 1.500840
1.319128 1.500864
1.317809 1.500867
1.316491 1.500829
1.315175 1.500835
1.313860 1.500890
1.312546 1.500913
1.311233 1.500860
1.309922 1.500874
1.308612 1.500911
1.307303 1.500908
1.305996 1.500907
1.304690 1.500870
1.303385 1.500786
1.302082 1.500786
1.300780 1.500824
1.299479 1.500850
1.298180 1.500884
1.296881 1.500862
1.295585 1.500827
1.294289 1.500811
1.292995 1.500801
1.291702 1.500815
1.290410 1.500826
1.289120 1.500845
1.287830 1.500847
1.286543 1.500855
1.285256 1.500849
1.283971 1.500859
1.282687 1.500876
1.281404 1.500855
1.280123 1.500845
1.278843 1.500852
1.277564 1.500843
1.276286 1.500871
1.275010 1.500897
1.273735 1.500866
1.272461 1.500813
1.271189 1.500821
1.269918 1.500816
1.268648 1.500820
1.267379 1.500842
1.266112 1.500836
1.264846 1.500797
1.263581 1.500773
1.262317 1.500799
1.261055 1.500779
1.259794 1.500744
1.258534 1.500743
1.257275 1.500746
1.256018 1.500762
1.254762 1.500798
1.253507 1.500822
1.252254 1.500828
1.251002 1.500840
1.249751 1.500833
1.248501 1.500829
1.247252 1.500820
1.246005 1.500824
1.244759 1.500817
1.243514 1.500805
1.242271 1.500833
1.241029 1.500812
1.239788 1.500830
1.238548 1.500871
1.237309 1.500833
1.236072 1.500811
1.234836 1.500836
1.233601 1.500860
1.232367 1.500856
1.231135 1.500851
1.229904 1.500869
1.228674 1.500827
1.227445 1.500826
1.226218 1.500873
1.224992 1.500909
1.223767 1.500896
1.222543 1.500874
1.221320 1.500856
1.220099 1.500831
1.218879 1.500831
1.217660 1.500809
1.216442 1.500798
1.215226 1.500788
1.214011 1.500737
1.212797 1.500706
1.211584 1.500711
1.210372 1.500712
1.209162 1.500718
1.207953 1.500756
1.206745 1.500776
1.205538 1.500828
1.204333 1.500839
1.203128 1.500817
1.201925 1.500808
1.200723 1.500841
1.199522 1.500838
1.198323 1.500811
1.197125 1.500814
1.195927 1.500849
1.194732 1.500849
1.193537 1.500854
1.192343 1.500846
1.191151 1.500809
1.189960 1.500799
1.188770 1.500796
1.187581 1.500773
1.186393 1.500747
1.185207 1.500755
1.184022 1.500764
1.182838 1.500730
1.181655 1.500738
1.180473 1.500762
1.179293 1.500754
1.178114 1.500796
1.176935 1.500781
1.175759 1.500736
1.174583 1.500793
1.173408 1.500827
1.172235 1.500818
1.171063 1.500843
1.169891 1.500868
1.168722 1.500870
1.167553 1.500890
1.166385 1.500905
1.165219 1.500899
1.164054 1.500888
1.162890 1.500864
1.161727 1.500890
1.160565 1.500949
1.159404 1.500932
1.158245 1.500888
1.157087 1.500871
1.155930 1.500882
1.154774 1.500891
1.153619 1.500937
