T Cv
1.016984 1.500886
1.015967 1.500859
1.014951 1.500869
1.013936 1.500913
1.012922 1.500873
1.011909 1.500833
1.010897 1.500854
1.009886 1.500848
1.008876 1.500881
1.007867 1.500937
1.006859 1.500942
1.005852 1.500947
1.004847 1.500955
1.003842 1.500927
1.002838 1.500888
1.001835 1.500868
1.000833 1.500869
0.999832 1.500889
0.998833 1.500966
0.997834 1.501053
0.996836 1.501064
0.995839 1.501004
0.994843 1.500959
0.993848 1.500966
0.992855 1.501010
0.991862 1.500955
0.990870 1.500889
0.989879 1.500921
0.988889 1.500932
0.987900 1.500918
0.986912 1.500957
0.985925 1.501037
0.984939 1.501048
0.983955 1.501055
0.982971 1.501079
0.981988 1.501027
0.981006 1.501000
0.980025 1.501055
0.979045 1.501083
0.978066 1.501089
0.977087 1.501065
0.976110 1.501049
0.975134 1.501085
0.974159 1.501033
0.973185 1.501018
0.972212 1.501064
0.971240 1.501076
0.970268 1.501038
0.969298 1.501057
0.968329 1.501172
0.967360 1.501205
0.966393 1.501150
0.965427 1.501184
0.964461 1.501247
0.963497 1.501223
0.962533 1.501193
0.961571 1.501134
0.960609 1.501131
0.959649 1.501084
0.958689 1.501121
0.957730 1.501199
0.956773 1.501126
0.955816 1.501039
0.954860 1.501032
0.953905 1.501072
0.952951 1.501115
0.951998 1.501139
0.951046 1.501111
0.950095 1.501032
0.949145 1.501009
0.948196 1.501043
0.947248 1.501068
0.946301 1.501060
0.945354 1.501078
0.944409 1.501066
0.943464 1.501064
0.942521 1.501058
0.941578 1.501076
0.940637 1.501077
0.939696 1.501056
0.938757 1.501049
0.937818 1.500982
0.936880 1.500970
0.935943 1.501011
0.935007 1.501002
0.934072 1.500987
0.933138 1.500950
0.932205 1.500928
0.931273 1.500940
0.930341 1.501003
0.929411 1.501039
0.928482 1.501046
0.927553 1.501071
0.926626 1.501047
0.925699 1.501002
0.924773 1.501044
0.923849 1.501066
0.922925 1.501038
0.922002 1.500939
0.921080 1.500907
0.920159 1.500942
0.919239 1.500941
0.918319 1.500968
0.917401 1.500986
0.916484 1.500982
0.915567 1.501017
0.914652 1.501072
0.913737 1.501073
0.912823 1.501029
0.911910 1.500994
0.910998 1.501008
0.910087 1.501027
0.909177 1.501036
0.908268 1.501075
0.907360 1.501116
0.906453 1.501111
0.905546 1.501046
0.904641 1.500950
0.903736 1.500948
0.902832 1.501033
0.901929 1.501088
0.901027 1.501151
0.900126 1.501126
0.899226 1.501095
0.898327 1.501122
0.897429 1.501148
0.896531 1.501136
0.895635 1.501150
0.894739 1.501131
0.893844 1.501110
0.892951 1.501092
0.892058 1.501122
0.891166 1.501198
0.890274 1.501157
0.889384 1.501139
0.888495 1.501127
0.887606 1.501040
0.886719 1.501060
0.885832 1.501085
0.884946 1.501103
0.884061 1.501115
0.883177 1.501131
0.882294 1.501156
0.881412 1.501132
0.880530 1.501040
0.879650 1.501016
0.878770 1.501047
0.877891 1.501033
0.877013 1.501075
0.876136 1.501110
0.875260 1.501070
0.874385 1.501037
0.873511 1.501073
0.872637 1.501089
0.871764 1.501085
0.870893 1.501080
0.870022 1.501077
0.869152 1.501084
0.868283 1.501094
0.867414 1.501141
0.866547 1.501178
0.865680 1.501160
0.864815 1.501138
0.863950 1.501180
0.863086 1.501228
0.862223 1.501233
0.861361 1.501144
0.860499 1.501068
0.859639 1.501042
0.858779 1.501027
0.857920 1.501004
0.857062 1.501019
0.856205 1.501022
0.855349 1.501101
0.854494 1.501212
0.853639 1.501103
0.852786 1.500988
0.851933 1.501043
0.851081 1.501110
0.850230 1.501129
0.849380 1.501159
0.848530 1.501205
0.847682 1.501106
0.846834 1.501065
0.845987 1.501065
0.845141 1.501038
0.844296 1.501074
0.843452 1.501128
0.842608 1.501171
0.841766 1.501198
0.840924 1.501158
0.840083 1.501184
0.839243 1.501293
0.838404 1.501317
0.837565 1.501211
0.836728 1.501153
0.835891 1.501059
0.835055 1.501007
0.834220 1.501061
0.833386 1.501093
0.832552 1.501105
0.831720 1.501105
0.830888 1.501109
0.830057 1.501131
0.829227 1.501132
0.828398 1.501133
0.827570 1.501193
0.826742 1.501227
0.825915 1.501209
0.825089 1.501151
0.824264 1.501170
0.823440 1.501140
0.822617 1.501116
0.821794 1.501152
0.820972 1.501211
0.820151 1.501204
0.819331 1.501114
0.818512 1.501110
0.817693 1.501202
0.816875 1.501304
0.816059 1.501292
0.815243 1.501227
0.814427 1.501235
0.813613 1.501247
0.812799 1.501228
0.811986 1.501290
0.811174 1.501249
0.810363 1.501188
0.809553 1.501233
0.808743 1.501227
0.807935 1.501235
0.807127 1.501310
0.806320 1.501350
0.805513 1.501257
0.804708 1.501221
0.803903 1.501241
0.803099 1.501259
0.802296 1.501168
0.801494 1.501137
0.800692 1.501227
0.799892 1.501270
0.799092 1.501227
0.798293 1.501096
0.797494 1.501178
0.796697 1.501240
0.795900 1.501218
0.795104 1.501162
0.794309 1.501127
0.793515 1.501104
0.792721 1.501110
0.791929 1.501199
0.791137 1.501207
0.790345 1.501196
0.789555 1.501250
0.788766 1.501277
0.787977 1.501223
0.787189 1.501264
0.786402 1.501387
0.785615 1.501495
0.784830 1.501517
0.784045 1.501483
0.783261 1.501417
0.782477 1.501342
0.781695 1.501289
0.780913 1.501335
0.780132 1.501317
0.779352 1.501285
0.778573 1.501264
0.777794 1.501249
0.777017 1.501329
0.776240 1.501397
0.775463 1.501304
0.774688 1.501218
0.773913 1.501222
0.773139 1.501198
0.772366 1.501236
0.771594 1.501321
0.770822 1.501340
0.770051 1.501342
0.769281 1.501299
0.768512 1.501263
0.767743 1.501276
0.766976 1.501295
0.766209 1.501201
0.765443 1.501218
0.764677 1.501265
0.763912 1.501284
0.763148 1.501360
0.762385 1.501430
0.761623 1.501405
0.760861 1.501372
0.760100 1.501422
0.759340 1.501401
0.758581 1.501282
0.757822 1.501206
0.757065 1.501127
0.756308 1.501174
0.755551 1.501247
0.754796 1.501194
0.754041 1.501192
0.753287 1.501302
0.752534 1.501288
0.751781 1.501141
0.751029 1.501117
0.750278 1.501202
0.749528 1.501257
0.748778 1.501233
0.748030 1.501150
0.747282 1.501204
0.746534 1.501260
0.745788 1.501215
0.745042 1.501179
0.744297 1.501159
0.743553 1.501127
0.742809 1.501158
0.742066 1.501234
0.741324 1.501243
0.740583 1.501243
0.739842 1.501265
0.739102 1.501254
0.738363 1.501211
0.737625 1.501192
0.736887 1.501201
0.736151 1.501296
0.735414 1.501370
0.734679 1.501359
0.733944 1.501344
0.733210 1.501332
0.732477 1.501379
0.731745 1.501440
0.731013 1.501435
0.730282 1.501429
0.729552 1.501390
0.728822 1.501347
0.728093 1.501294
0.727365 1.501313
0.726638 1.501368
0.725911 1.501337
0.725185 1.501328
0.724460 1.501285
0.723736 1.501232
0.723012 1.501270
0.722289 1.501293
0.721567 1.501279
0.720845 1.501328
0.720124 1.501364
0.719404 1.501284
0.718685 1.501245
0.717966 1.501324
0.717248 1.501340
0.716531 1.501330
0.715814 1.501314
0.715098 1.501266
0.714383 1.501210
0.713669 1.501279
0.712955 1.501394
0.712242 1.501380
0.711530 1.501346
0.710818 1.501378
0.710108 1.501387
0.709398 1.501386
0.708688 1.501315
0.707979 1.501284
0.707271 1.501325
0.706564 1.501245
0.705858 1.501302
0.705152 1.501415
0.704447 1.501426
0.703742 1.501304
0.703038 1.501255
0.702335 1.501337
0.701633 1.501376
0.700931 1.501403
0.700231 1.501463
0.699530 1.501412
0.698831 1.501341
0.698132 1.501449
0.697434 1.501430
0.696736 1.501331
0.696040 1.501345
0.695344 1.501384
0.694648 1.501330
0.693954 1.501262
0.693260 1.501335
0.692566 1.501401
0.691874 1.501440
0.691182 1.501459
0.690491 1.501389
0.689800 1.501362
0.689110 1.501458
0.688421 1.501486
0.687733 1.501441
0.687045 1.501477
0.686358 1.501526
0.685672 1.501449
0.684986 1.501439
0.684301 1.501442
0.683617 1.501424
0.682933 1.501516
0.682250 1.501481
0.681568 1.501461
0.680886 1.501398
0.680206 1.501314
0.679525 1.501314
0.678846 1.501368
0.678167 1.501402
0.677489 1.501421
0.676811 1.501374
0.676135 1.501304
0.675458 1.501294
0.674783 1.501417
0.674108 1.501484
0.673434 1.501466
0.672761 1.501453
0.672088 1.501461
0.671416 1.501441
0.670744 1.501358
0.670074 1.501336
0.669404 1.501345
0.668734 1.501384
0.668065 1.501457
0.667397 1.501397
0.666730 1.501291
0.666063 1.501310
0.665397 1.501379
0.664732 1.501475
0.664067 1.501565
0.663403 1.501526
0.662740 1.501433
0.662077 1.501510
0.661415 1.501542
0.660753 1.501482
0.660093 1.501447
0.659432 1.501554
0.658773 1.501679
0.658114 1.501651
0.657456 1.501609
0.656799 1.501567
0.656142 1.501525
0.655486 1.501519
0.654830 1.501475
0.654175 1.501520
0.653521 1.501550
0.652868 1.501518
0.652215 1.501522
0.651563 1.501479
0.650911 1.501436
0.650260 1.501420
0.649610 1.501439
0.648960 1.501496
0.648311 1.501546
0.647663 1.501549
0.647015 1.501528
0.646368 1.501549
0.645722 1.501557
0.645076 1.501575
0.644431 1.501583
0.643787 1.501537
0.643143 1.501524
0.642500 1.501575
0.641857 1.501627
0.641215 1.501660
0.640574 1.501644
0.639934 1.501540
0.639294 1.501486
0.638654 1.501585
0.638016 1.501686
0.637378 1.501681
0.636740 1.501611
0.636104 1.501544
0.635468 1.501544
0.634832 1.501513
0.634197 1.501478
0.633563 1.501482
0.632930 1.501545
0.632297 1.501617
0.631664 1.501609
0.631033 1.501530
0.630402 1.501499
0.629771 1.501509
0.629141 1.501581
0.628512 1.501643
0.627884 1.501565
0.627256 1.501502
0.626629 1.501502
0.626002 1.501659
0.625376 1.501776
0.624751 1.501722
0.624126 1.501692
0.623502 1.501638
0.622878 1.501535
0.622255 1.501490
0.621633 1.501571
0.621011 1.501663
0.620390 1.501664
0.619770 1.501649
0.619150 1.501524
0.618531 1.501493
0.617913 1.501555
0.617295 1.501572
