Ecin Epot Etot Temp Pre
2.380253 -4.555169 -2.174916 1.894874 60.636321
2.371014 -4.550717 -2.179703 1.892979 60.906908
2.330873 -4.515293 -2.184420 1.891086 61.966760
2.296993 -4.486003 -2.189010 1.889195 63.114840
2.340026 -4.533694 -2.193667 1.887305 60.702375
2.331286 -4.529620 -2.198334 1.885418 60.863671
2.307096 -4.510082 -2.202986 1.883533 61.755329
2.354589 -4.562215 -2.207626 1.881649 59.748141
2.392565 -4.604951 -2.212385 1.879768 58.555219
2.353606 -4.570776 -2.217170 1.877888 61.032079
2.356918 -4.578751 -2.221833 1.876010 59.953425
2.336430 -4.562991 -2.226561 1.874134 61.107542
2.321730 -4.552940 -2.231210 1.872260 60.467566
2.283848 -4.519668 -2.235819 1.870388 61.583223
2.272810 -4.513187 -2.240377 1.868517 62.009002
2.259998 -4.504937 -2.244939 1.866649 61.592253
2.261651 -4.511073 -2.249421 1.864782 61.594950
2.291575 -4.545544 -2.253969 1.862917 61.420505
2.337716 -4.596324 -2.258608 1.861054 60.631487
2.332532 -4.595842 -2.263310 1.859193 61.100801
2.321715 -4.589648 -2.267933 1.857334 60.200584
2.253667 -4.526218 -2.272551 1.855477 63.191818
2.285797 -4.562832 -2.277035 1.853621 61.842582
2.313450 -4.595123 -2.281673 1.851768 60.146937
2.237761 -4.524013 -2.286252 1.849916 62.542437
2.219675 -4.510331 -2.290655 1.848066 63.154315
2.283643 -4.578821 -2.295179 1.846218 61.292051
2.306951 -4.606729 -2.299779 1.844372 61.021345
2.302152 -4.606564 -2.304411 1.842527 59.803516
2.257505 -4.566444 -2.308939 1.840685 61.879216
2.297222 -4.610726 -2.313503 1.838844 58.952388
2.285291 -4.603374 -2.318083 1.837005 59.737061
2.266382 -4.589057 -2.322674 1.835168 59.243591
2.222577 -4.549698 -2.327121 1.833333 60.864204
2.239950 -4.571546 -2.331596 1.831500 59.755636
2.250028 -4.586111 -2.336083 1.829668 60.888873
2.274625 -4.615257 -2.340631 1.827839 60.067913
2.275953 -4.621117 -2.345164 1.826011 60.191176
2.247450 -4.597170 -2.349720 1.824185 60.548916
2.212225 -4.566370 -2.354146 1.822360 61.878074
2.264502 -4.623120 -2.358618 1.820538 59.113744
2.258322 -4.621506 -2.363185 1.818718 58.534938
2.206933 -4.574579 -2.367646 1.816899 60.963675
2.249374 -4.621440 -2.372066 1.815082 58.846752
2.234541 -4.611141 -2.376600 1.813267 60.535177
2.267837 -4.648902 -2.381065 1.811454 59.073298
2.259161 -4.644798 -2.385637 1.809642 59.527105
2.190423 -4.580512 -2.390089 1.807833 61.231704
2.180928 -4.575336 -2.394408 1.806025 61.037928
2.238001 -4.636842 -2.398841 1.804219 58.783190
2.220502 -4.623852 -2.403350 1.802414 59.391748
2.172038 -4.579743 -2.407704 1.800612 61.638949
2.232793 -4.644903 -2.412110 1.798811 58.573787
2.230003 -4.646603 -2.416600 1.797013 58.281196
2.163619 -4.584645 -2.421025 1.795216 60.047405
2.132205 -4.557484 -2.425279 1.793420 61.510962
2.215654 -4.645268 -2.429614 1.791627 57.760718
2.227014 -4.661115 -2.434101 1.789835 58.468167
2.237354 -4.675881 -2.438527 1.788045 57.401196
2.223549 -4.666586 -2.443037 1.786257 58.363157
2.183904 -4.631363 -2.447459 1.784471 58.714318
2.159591 -4.611349 -2.451758 1.782687 59.213066
2.179913 -4.636025 -2.456112 1.780904 58.679053
2.195408 -4.655898 -2.460490 1.779123 57.853509
2.158737 -4.623596 -2.464859 1.777344 58.865125
2.111446 -4.580568 -2.469122 1.775567 60.788812
2.164890 -4.638273 -2.473383 1.773791 56.869780
2.159601 -4.637344 -2.477742 1.772017 57.307574
2.129239 -4.611260 -2.482021 1.770245 58.508028
2.164748 -4.651056 -2.486308 1.768475 55.878951
2.142059 -4.632697 -2.490638 1.766707 58.264926
2.154829 -4.649749 -2.494919 1.764940 56.957499
2.161986 -4.661234 -2.499247 1.763175 57.094459
2.126532 -4.630092 -2.503559 1.761412 56.876198
2.082532 -4.590272 -2.507740 1.759650 59.113959
2.158084 -4.670049 -2.511965 1.757891 56.228847
2.165009 -4.681326 -2.516316 1.756133 56.889507
2.135715 -4.656327 -2.520613 1.754377 59.240402
2.170260 -4.695178 -2.524918 1.752622 56.533299
2.141550 -4.670797 -2.529247 1.750870 57.400584
2.115529 -4.649032 -2.533502 1.749119 57.909774
2.119722 -4.657453 -2.537731 1.747370 57.634941
2.127098 -4.669068 -2.541970 1.745622 57.723442
2.141300 -4.687532 -2.546232 1.743877 57.339903
2.134135 -4.684681 -2.550546 1.742133 57.924468
2.133141 -4.687917 -2.554776 1.740391 57.604913
2.130550 -4.689622 -2.559072 1.738650 58.103437
2.114472 -4.677773 -2.563301 1.736912 58.621332
2.109440 -4.676990 -2.567550 1.735175 57.024314
2.075171 -4.646880 -2.571709 1.733440 58.908277
2.144779 -4.720684 -2.575906 1.731706 56.733643
2.157259 -4.737534 -2.580275 1.729974 54.887879
2.045876 -4.630341 -2.584465 1.728244 59.208703
2.071916 -4.660464 -2.588548 1.726516 56.754829
2.105570 -4.698321 -2.592750 1.724790 55.313869
2.074248 -4.671185 -2.596938 1.723065 57.087215
2.051209 -4.652291 -2.601082 1.721342 57.915748
2.044341 -4.649477 -2.605136 1.719620 59.262363
2.135806 -4.745114 -2.609309 1.717901 55.871045
2.132132 -4.745779 -2.613647 1.716183 56.758805
2.067466 -4.685283 -2.617817 1.714467 58.723306
2.096768 -4.718735 -2.621967 1.712752 55.971610
2.067392 -4.693565 -2.626173 1.711040 57.012485
2.009509 -4.639738 -2.630229 1.709329 58.146647
2.004115 -4.638346 -2.634231 1.707619 57.508659
2.043296 -4.681564 -2.638268 1.705912 56.427919
2.074675 -4.717095 -2.642420 1.704206 54.932931
2.027875 -4.674406 -2.646531 1.702501 56.797075
2.017927 -4.668485 -2.650558 1.700799 56.957562
2.030140 -4.684762 -2.654623 1.699098 55.954246
2.013782 -4.672436 -2.658654 1.697399 56.759606
2.011392 -4.674086 -2.662694 1.695702 56.186151
1.982591 -4.649281 -2.666690 1.694006 58.478005
2.024546 -4.695204 -2.670658 1.692312 57.172861
2.068546 -4.743331 -2.674785 1.690620 55.749856
2.049944 -4.728890 -2.678946 1.688929 56.338343
2.012412 -4.695378 -2.682966 1.687240 57.615523
2.067401 -4.754439 -2.687038 1.685553 55.250973
2.089406 -4.780622 -2.691216 1.683867 55.062617
2.081211 -4.776616 -2.695405 1.682183 54.903036
2.053390 -4.752914 -2.699524 1.680501 56.175462
2.063325 -4.766957 -2.703632 1.678821 55.619829
2.055357 -4.763144 -2.707788 1.677142 55.549587
2.029056 -4.740903 -2.711847 1.675465 56.667737
2.043984 -4.759910 -2.715927 1.673789 55.774867
2.054708 -4.774750 -2.720042 1.672116 55.110216
2.035104 -4.759229 -2.724125 1.670443 55.741777
2.012825 -4.741001 -2.728176 1.668773 56.702951
1.982578 -4.714767 -2.732189 1.667104 57.034665
1.986149 -4.722287 -2.736137 1.665437 56.041944
2.011526 -4.751657 -2.740131 1.663772 55.044786
2.021944 -4.766134 -2.744190 1.662108 54.240638
1.967808 -4.715994 -2.748186 1.660446 56.207204
1.959664 -4.711768 -2.752104 1.658785 55.549857
1.957074 -4.713098 -2.756024 1.657127 56.286932
1.968481 -4.728428 -2.759947 1.655469 55.611409
1.951079 -4.714962 -2.763883 1.653814 55.993256
1.933556 -4.701314 -2.767758 1.652160 56.903274
1.999038 -4.770712 -2.771674 1.650508 54.223160
2.041562 -4.817290 -2.775728 1.648857 53.661567
2.039851 -4.819686 -2.779835 1.647209 53.586068
2.002696 -4.786588 -2.783893 1.645561 53.912178
1.958152 -4.745975 -2.787823 1.643916 55.312297
1.996646 -4.788419 -2.791773 1.642272 53.378984
1.998816 -4.794617 -2.795800 1.640630 53.885718
1.987627 -4.787406 -2.799779 1.638989 54.275467
1.945095 -4.748825 -2.803729 1.637350 55.656523
1.926737 -4.734319 -2.807582 1.635713 56.398327
1.941658 -4.753119 -2.811462 1.634077 55.309537
1.936352 -4.751686 -2.815334 1.632443 55.691705
1.951329 -4.770554 -2.819225 1.630810 55.726062
1.991124 -4.814287 -2.823162 1.629180 54.413735
1.997445 -4.824608 -2.827163 1.627550 54.195405
1.981845 -4.813003 -2.831158 1.625923 53.506294
1.949825 -4.784924 -2.835099 1.624297 53.818400
1.938896 -4.777866 -2.838969 1.622673 53.388057
1.936486 -4.779347 -2.842861 1.621050 52.651214
1.911602 -4.758318 -2.846715 1.619429 54.301359
1.928244 -4.778785 -2.850541 1.617810 52.693899
1.919580 -4.773987 -2.854406 1.616192 52.909752
1.871328 -4.729552 -2.858223 1.614576 53.684619
1.812916 -4.674790 -2.861873 1.612961 56.440409
1.873671 -4.739203 -2.865532 1.611348 54.004830
1.909148 -4.778511 -2.869363 1.609737 53.549093
1.904601 -4.777765 -2.873164 1.608127 54.255715
1.913182 -4.790174 -2.876991 1.606519 54.276862
1.906667 -4.787485 -2.880819 1.604912 54.291576
1.881691 -4.766308 -2.884617 1.603307 55.261651
1.900059 -4.788433 -2.888374 1.601704 53.706267
1.880590 -4.772787 -2.892197 1.600102 54.311386
1.892764 -4.788680 -2.895916 1.598502 53.754569
1.924444 -4.824222 -2.899778 1.596904 52.497166
1.913702 -4.817291 -2.903588 1.595307 53.159797
1.926340 -4.833792 -2.907452 1.593712 51.920523
1.899729 -4.811016 -2.911287 1.592118 53.215926
1.886659 -4.801714 -2.915055 1.590526 53.280745
1.894582 -4.813433 -2.918852 1.588935 52.768789
1.871412 -4.794039 -2.922626 1.587346 53.635983
1.858521 -4.784862 -2.926340 1.585759 53.733087
1.860303 -4.790364 -2.930061 1.584173 53.482802
1.866602 -4.800412 -2.933810 1.582589 52.958943
1.861664 -4.799164 -2.937500 1.581006 54.346476
1.933094 -4.874406 -2.941312 1.579425 50.422193
1.887353 -4.832530 -2.945176 1.577846 52.619506
1.832599 -4.781468 -2.948869 1.576268 54.254279
1.863478 -4.816022 -2.952544 1.574692 51.791063
1.867959 -4.824271 -2.956312 1.573117 51.579176
1.831489 -4.791486 -2.959997 1.571544 53.461159
1.831639 -4.795297 -2.963658 1.569972 54.410404
1.896720 -4.864093 -2.967373 1.568402 52.048372
1.883975 -4.855175 -2.971200 1.566834 53.295696
1.863470 -4.838384 -2.974913 1.565267 54.000458
1.870552 -4.849222 -2.978670 1.563702 53.402174
1.880153 -4.862555 -2.982402 1.562138 53.147882
1.901564 -4.887768 -2.986204 1.560576 50.971136
1.829548 -4.819507 -2.989959 1.559016 53.841880
1.822883 -4.816449 -2.993566 1.557457 53.136294
1.840652 -4.837906 -2.997254 1.555899 52.124503
1.820047 -4.820965 -3.000918 1.554343 52.986982
