0 0.012717 0.999919 1.000000
1 0.074465 0.997312 -515931744063227010.000000
2 0.070440 1.000292 -482297880057918980.000000
3 0.149632 0.991324 -1143984867983420800.000000
4 0.198953 0.991441 -1556082575481360400.000000
5 0.270742 0.983282 -2155907733174203100.000000
6 0.273449 0.999264 -2178525805481032400.000000
7 0.176446 1.022060 -1368023631554789400.000000
8 0.149336 1.004426 -1141511414754827000.000000
9 0.082516 1.007776 -583199472073842690.000000
10 0.071654 1.000838 -492446688150498370.000000
11 -0.027412 1.002194 335293159822437630.000000
12 -0.051836 0.999033 539365800940314690.000000
13 -0.037599 1.000637 420410550307440000.000000
14 -0.016166 1.000576 241327436653703900.000000
15 0.016443 0.999995 -31134911258893392.000000
16 -0.013132 1.000049 215980915940075300.000000
17 0.008405 1.000051 36030818680440328.000000
18 0.068926 0.997663 -469650119218924670.000000
19 0.029316 1.001948 -138691877425981340.000000
20 0.074651 0.997646 -517487214650280060.000000
21 0.159795 0.990069 -1228898262325858000.000000
22 0.088263 1.008912 -631215064129941630.000000
23 0.035328 1.003276 -188925927532468610.000000
24 -0.022752 1.000365 296355396110454980.000000
25 0.045979 0.999202 -277919244726194850.000000
26 0.145918 0.990457 -1112951954795808600.000000
27 0.024467 1.000758 -98173143609124352.000000
28 -0.016077 1.000170 240587950636907970.000000
29 -0.111328 0.993951 1036453401334154000.000000
30 -0.192804 0.987687 1717214028589428200.000000
31 -0.281561 0.979168 2458816505364540400.000000
32 -0.197803 1.020278 1758982238779492600.000000
33 -0.243223 0.990034 2138491562502766800.000000
34 -0.204987 1.008606 1819008103729071900.000000
35 -0.159688 1.008294 1440518760718619600.000000
36 -0.218616 0.988915 1932888950315656700.000000
37 -0.224924 0.998602 1985596453650737400.000000
38 -0.135093 1.016302 1235018146602791700.000000
39 -0.213437 0.986440 1889616268574180100.000000
40 -0.236390 0.994851 2081398142102551300.000000
41 -0.214597 1.004926 1899306085345989600.000000
42 -0.242329 0.993684 2131020203781345000.000000
43 -0.297308 0.985275 2590394017318587900.000000
44 -0.236732 1.016307 2084254088098452700.000000
45 -0.138734 1.018568 1265439071362710300.000000
46 -0.169622 0.995249 1523519691224516400.000000
47 -0.138160 1.004853 1260645162012446500.000000
48 -0.225452 0.984255 1990007870233693200.000000
49 -0.224491 1.000216 1981975522120219100.000000
50 -0.134574 1.016274 1230683228573297900.000000
51 -0.053551 1.007650 553696529955464960.000000
52 -0.092941 0.997119 882818806465328510.000000
53 -0.178866 0.988390 1600757730702968100.000000
54 -0.142228 1.005899 1294636019267242200.000000
55 -0.066778 1.007916 664211440189736830.000000
56 -0.050368 1.000962 527100532868629120.000000
57 -0.114789 0.994694 1065369854542659700.000000
58 -0.119736 0.999420 1106704572929774300.000000
59 -0.118952 1.000094 1100151196849892600.000000
60 -0.137834 0.997579 1257916713605647100.000000
61 -0.124085 1.001802 1143041385824060800.000000
62 -0.072915 1.005053 715490970526866690.000000
63 -0.077856 0.999628 756774689878340350.000000
64 -0.104294 0.997595 977677012757781630.000000
65 -0.197275 0.986078 1754570822196537100.000000
66 -0.164678 1.005917 1482210472355222000.000000
67 -0.243742 0.983984 2142826480532260600.000000
68 -0.159465 1.017136 1438657295917719300.000000
69 -0.190268 0.994628 1696023929280549900.000000
70 -0.215271 0.994943 1904941478784331800.000000
71 -0.251897 0.991481 2210961192148774900.000000
72 -0.297519 0.987545 2592153484048205800.000000
73 -0.337959 0.987233 2930047594688338900.000000
74 -0.324503 1.004467 2817620220617525800.000000
75 -0.272240 1.015716 2380940977940574200.000000
76 -0.292709 0.994235 2551966243963016200.000000
77 -0.214676 1.019994 1899969072809324000.000000
78 -0.115751 1.016478 1073402202656133200.000000
79 -0.205649 0.985657 1824541499096131300.000000
80 -0.266836 0.985649 2335781331880376800.000000
81 -0.241484 1.006464 2123956837345052200.000000
82 -0.301914 0.983715 2628872789709801000.000000
83 -0.377248 0.974742 3258328387110125100.000000
84 -0.328623 1.017310 2852044569675271200.000000
85 -0.240410 1.025416 2114981007072218100.000000
86 -0.273147 0.991629 2388514334733278700.000000
87 -0.226530 1.011715 1999009200024348200.000000
88 -0.184930 1.008595 1651425272612405000.000000
89 -0.135487 1.007953 1238307584401643000.000000
90 -0.206592 0.987912 1832420850102682400.000000
91 -0.294391 0.978247 2566016478282140200.000000
92 -0.223865 1.018443 1976748120967006200.000000
93 -0.300745 0.980036 2619106474384529400.000000
94 -0.397894 0.966633 3430832625166158800.000000
95 -0.406992 0.996345 3506846687789223900.000000
96 -0.369762 1.014564 3195778069896311300.000000
97 -0.454985 0.965467 3907852105035223600.000000
98 -0.514597 0.971514 4405934186624064000.000000
99 -0.556526 0.977794 4756272061960627200.000000
100 -0.610041 0.969268 5203406106944005100.000000
101 -0.603525 1.003961 5148964636397126700.000000
102 -0.671487 0.957599 5716813398742998000.000000
103 -0.578878 1.059606 4943030530478349300.000000
104 -0.493918 1.046627 4233149453872004600.000000
105 -0.526728 0.983395 4507294769960758300.000000
106 -0.427692 1.048395 3679809917166027800.000000
107 -0.328089 1.038356 2847582154056675300.000000
108 -0.303055 1.007931 2638409609374687200.000000
109 -0.315510 0.996155 2742473141600359900.000000
110 -0.405823 0.967952 3497080372463952400.000000
111 -0.447819 0.982235 3847979237192567800.000000
112 -0.394006 1.022909 3398346239462775800.000000
113 -0.453612 0.975055 3896377322015974900.000000
114 -0.432783 1.009274 3722343112890708000.000000
115 -0.439512 0.997069 3778569549685024800.000000
116 -0.412568 1.011546 3553434306847371800.000000
117 -0.346809 1.025282 3003996196367940100.000000
118 -0.302628 1.014450 2634839676879809500.000000
119 -0.327601 0.992161 2843502231205386200.000000
120 -0.280020 1.014561 2445939248865161200.000000
121 -0.199002 1.019594 1769003549282969300.000000
122 -0.261214 0.985787 2288811220054920200.000000
123 -0.221512 1.009629 1957087992727360300.000000
124 -0.251253 0.992995 2205580793888638500.000000
125 -0.335176 0.975693 2906792034435995600.000000
126 -0.312766 1.007287 2719549075079683100.000000
127 -0.274541 1.011288 2400167614377269800.000000
128 -0.344719 0.978505 2986529026660861400.000000
129 -0.271172 1.022907 2372016146703380500.000000
130 -0.248231 1.005976 2180336271246292000.000000
131 -0.339589 0.973506 2943664337204513800.000000
132 -0.244282 1.028214 2147339895186497800.000000
133 -0.230442 1.003291 2031699581870295000.000000
134 -0.295657 0.982992 2576598778177668600.000000
135 -0.221848 1.019282 1959892939687620600.000000
136 -0.172985 1.009693 1551620159862763800.000000
