0.410250 1.989134 0.985737
0.410750 2.044986 0.984113
0.411250 1.983045 0.982118
0.411750 1.938700 0.978305
0.412250 1.933667 0.978034
0.412750 1.869480 0.976390
0.413250 1.876929 0.976189
0.413750 1.904991 0.974420
0.414250 1.965276 0.978425
0.414750 1.997791 0.977930
0.415250 2.047873 0.981508
0.415750 2.041212 0.981850
0.416250 2.043081 0.981939
0.416750 2.044313 0.982094
0.417250 2.016135 0.980083
0.417750 1.994003 0.978732
0.418250 1.982784 0.979780
0.418750 1.956815 0.978516
0.419250 1.969678 0.978720
0.419750 2.001459 0.979980
0.420250 2.000454 0.979999
0.420750 2.089518 0.985366
0.421250 2.120180 0.983725
0.421750 2.079639 0.984130
0.422250 2.067334 0.984384
0.422750 1.961190 0.981012
0.423250 1.921366 0.978961
0.423750 1.908710 0.978114
0.424250 1.936576 0.977134
0.424750 1.952564 0.977995
0.425250 1.958641 0.978275
0.425750 1.947289 0.977297
0.426250 1.958120 0.977764
0.426750 1.998900 0.975639
0.427250 1.975225 0.976165
0.427750 1.910228 0.974048
0.428250 1.956842 0.974395
0.428750 1.911958 0.974627
0.429250 1.893186 0.973967
0.429750 1.850283 0.970116
0.430250 1.829040 0.971290
0.430750 1.796191 0.966084
0.431250 1.851640 0.971410
0.431750 1.838600 0.970664
0.432250 1.907405 0.970206
0.432750 1.838691 0.970249
0.433250 1.820451 0.971468
0.433750 1.797630 0.972894
0.434250 1.823482 0.974369
0.434750 1.844339 0.974077
0.435250 1.813659 0.971581
0.435750 1.776390 0.972420
0.436250 1.756684 0.971674
0.436750 1.784175 0.975959
0.437250 1.786460 0.976234
0.437750 1.765970 0.977169
0.438250 1.831114 0.980437
0.438750 1.825139 0.980215
0.439250 1.753548 0.968588
0.439750 1.730557 0.970234
0.440250 1.736195 0.970648
0.440750 1.667844 0.976455
0.441250 1.663677 0.976522
0.441750 1.631702 0.978216
0.442250 1.695596 0.980878
0.442750 1.707503 0.979690
0.443250 1.696740 0.978775
0.443750 1.704314 0.979231
0.444250 1.674066 0.975546
0.444750 1.709037 0.978634
0.445250 1.677684 0.978278
0.445750 1.633667 0.973261
0.446250 1.611954 0.973131
0.446750 1.600033 0.973709
0.447250 1.611334 0.973152
0.447750 1.622453 0.973536
0.448250 1.616333 0.972543
0.448750 1.570853 0.965649
0.449250 1.531239 0.974094
0.449750 1.521437 0.973512
0.450250 1.555690 0.970538
0.450750 1.577889 0.968849
0.451250 1.576306 0.968964
0.451750 1.600174 0.967855
0.452250 1.633648 0.970986
0.452750 1.709873 0.978127
0.453250 1.711047 0.978277
0.453750 1.687346 0.974296
0.454250 1.641737 0.972022
0.454750 1.655952 0.973421
0.455250 1.679748 0.973636
0.455750 1.619358 0.971656
0.456250 1.609954 0.971590
0.456750 1.618812 0.972043
0.457250 1.658646 0.974575
0.457750 1.637419 0.971632
0.458250 1.578033 0.970955
0.458750 1.481677 0.974727
0.459250 1.456179 0.972866
0.459750 1.413161 0.978704
0.460250 1.425115 0.978885
0.460750 1.443019 0.979260
0.461250 1.458193 0.977603
0.461750 1.477408 0.978834
0.462250 1.477736 0.978944
0.462750 1.506433 0.982178
0.463250 1.555212 0.981228
0.463750 1.503878 0.980057
0.464250 1.508902 0.979763
0.464750 1.483094 0.977094
0.465250 1.526465 0.980470
0.465750 1.479085 0.977151
0.466250 1.498928 0.977515
0.466750 1.488425 0.976092
0.467250 1.526823 0.980538
0.467750 1.516796 0.980543
0.468250 1.489581 0.978813
0.468750 1.444809 0.979644
0.469250 1.400977 0.981034
0.469750 1.390855 0.981554
0.470250 1.414366 0.978756
0.470750 1.360729 0.971262
0.471250 1.347811 0.969361
0.471750 1.321793 0.968111
0.472250 1.268392 0.961736
0.472750 1.282346 0.960294
0.473250 1.337316 0.963028
0.473750 1.325866 0.964064
0.474250 1.358021 0.967349
0.474750 1.343867 0.968271
0.475250 1.344106 0.968511
0.475750 1.349520 0.968044
0.476250 1.368095 0.970355
0.476750 1.340503 0.969672
0.477250 1.335205 0.969015
0.477750 1.364423 0.970424
0.478250 1.381624 0.970230
0.478750 1.364169 0.968537
0.479250 1.362245 0.968637
0.479750 1.398621 0.969473
0.480250 1.430595 0.978138
0.480750 1.384654 0.976968
0.481250 1.377851 0.977477
0.481750 1.347384 0.976546
0.482250 1.331064 0.980928
0.482750 1.316480 0.978891
0.483250 1.320885 0.979532
0.483750 1.311225 0.978837
0.484250 1.312436 0.979003
0.484750 1.319321 0.979305
0.485250 1.277715 0.979055
0.485750 1.242547 0.968338
0.486250 1.227942 0.967945
0.486750 1.192441 0.967571
0.487250 1.184107 0.969687
0.487750 1.164561 0.967578
0.488250 1.175065 0.968472
0.488750 1.127754 0.967585
0.489250 1.122137 0.967968
0.489750 1.112552 0.965902
0.490250 1.077103 0.964875
0.490750 1.071270 0.966195
0.491250 1.092176 0.966704
0.491750 1.101383 0.965740
0.492250 1.163949 0.972258
0.492750 1.156496 0.972484
0.493250 1.178444 0.972365
0.493750 1.191993 0.972910
0.494250 1.215947 0.975547
0.494750 1.215739 0.975768
0.495250 1.247136 0.975921
0.495750 1.221480 0.978320
0.496250 1.228487 0.978989
0.496750 1.210386 0.977430
0.497250 1.222824 0.981093
0.497750 1.188783 0.977090
0.498250 1.156496 0.968881
0.498750 1.156706 0.969104
0.499250 1.161982 0.969494
0.499750 1.110492 0.970075
0.500250 1.059488 0.973869
0.500750 1.022764 0.969811
0.501250 1.004387 0.970960
0.501750 1.029070 0.967052
0.502250 1.089529 0.956738
0.502750 1.112521 0.954821
0.503250 1.111835 0.954981
0.503750 1.081091 0.945845
0.504250 1.061664 0.941163
0.504750 1.043147 0.943028
0.505250 1.055719 0.946875
0.505750 1.073033 0.949496
0.506250 1.091283 0.952253
0.506750 1.090054 0.952399
0.507250 1.086405 0.952429
0.507750 1.062024 0.950546
0.508250 1.053668 0.952781
0.508750 1.059492 0.954802
0.509250 1.075425 0.957124
0.509750 1.037892 0.951698
0.510250 0.999192 0.947732
0.510750 0.965475 0.953783
0.511250 0.938739 0.955855
0.511750 0.940450 0.956381
0.512250 0.969326 0.968069
0.512750 0.975817 0.971171
0.513250 0.975244 0.971343
0.513750 0.942998 0.976650
0.514250 0.918283 0.981841
0.514750 0.897210 0.978555
0.515250 0.877126 0.981198
0.515750 0.876400 0.981358
0.516250 0.870240 0.981030
0.516750 0.841880 0.976315
0.517250 0.836931 0.976248
0.517750 0.823636 0.977561
