Ecin Epot Etot Temp Pre
2.159006 -4.157571 -1.998565 1.988094 40.124999
2.130017 -4.132868 -2.002852 1.986105 41.032511
2.116736 -4.123815 -2.007079 1.984119 41.384567
2.151993 -4.163349 -2.011357 1.982135 39.981481
2.159193 -4.174867 -2.015674 1.980153 39.999371
2.161045 -4.181043 -2.019998 1.978173 39.496524
2.139918 -4.164231 -2.024313 1.976195 39.261254
2.103703 -4.132248 -2.028545 1.974219 40.037863
2.087778 -4.120525 -2.032747 1.972244 40.219977
2.087781 -4.124696 -2.036916 1.970272 40.112784
2.105019 -4.146126 -2.041107 1.968302 39.107321
2.076127 -4.121449 -2.045322 1.966334 40.249578
2.059964 -4.109390 -2.049427 1.964367 41.227009
2.106969 -4.160561 -2.053592 1.962403 39.336192
2.088045 -4.145874 -2.057829 1.960440 40.004996
2.041323 -4.103265 -2.061942 1.958480 41.748204
2.084289 -4.150328 -2.066039 1.956521 39.563857
2.103797 -4.174051 -2.070254 1.954565 39.719467
2.085729 -4.160191 -2.074463 1.952610 40.298058
2.060976 -4.139560 -2.078585 1.950658 41.321610
2.087381 -4.170124 -2.082743 1.948707 39.698415
2.086826 -4.173754 -2.086928 1.946758 39.152282
2.063110 -4.154188 -2.091077 1.944812 40.138800
2.086215 -4.181442 -2.095227 1.942867 38.837049
2.051303 -4.150689 -2.099386 1.940924 40.366975
2.013788 -4.117247 -2.103458 1.938983 41.109569
2.008027 -4.115477 -2.107451 1.937044 41.271204
2.050855 -4.162372 -2.111517 1.935107 38.737737
2.024858 -4.140480 -2.115622 1.933172 40.121388
2.021280 -4.140921 -2.119640 1.931239 39.721119
2.021266 -4.144971 -2.123705 1.929308 38.669684
2.004798 -4.132519 -2.127720 1.927378 39.620806
2.026281 -4.158024 -2.131743 1.925451 39.201744
2.070850 -4.206695 -2.135845 1.923525 37.935325
2.093246 -4.233258 -2.140012 1.921602 37.204070
2.084163 -4.228372 -2.144209 1.919680 37.869969
2.081131 -4.229488 -2.148357 1.917761 38.594125
2.092580 -4.245135 -2.152555 1.915843 38.205099
2.097207 -4.253930 -2.156723 1.913927 38.126997
2.091173 -4.252111 -2.160938 1.912013 37.319795
2.029967 -4.195040 -2.165073 1.910101 38.977447
1.991998 -4.161073 -2.169075 1.908191 39.750784
2.018077 -4.191152 -2.173075 1.906283 38.030799
2.031302 -4.208445 -2.177143 1.904376 37.931626
2.032696 -4.213898 -2.181203 1.902472 37.657388
2.008950 -4.194207 -2.185257 1.900570 38.356670
1.977764 -4.166998 -2.189234 1.898669 40.125588
2.027554 -4.220774 -2.193221 1.896770 37.526393
2.003045 -4.200352 -2.197307 1.894874 38.450443
1.989610 -4.190856 -2.201246 1.892979 38.711360
2.022974 -4.228265 -2.205292 1.891086 37.062291
1.999131 -4.208440 -2.209309 1.889195 37.318563
1.967962 -4.181257 -2.213295 1.887305 37.931542
1.971576 -4.188789 -2.217213 1.885418 37.182896
1.966145 -4.187312 -2.221168 1.883533 37.441667
1.969454 -4.194547 -2.225093 1.881649 37.175006
1.987575 -4.216622 -2.229047 1.879768 36.959565
1.992603 -4.225649 -2.233046 1.877888 37.135976
