Dcm
0 0.286736
1 0.375522
2 0.489673
3 0.572112
4 0.641865
5 0.679912
6 0.787710
7 0.876485
8 0.990622
9 1.079394
10 1.187187
11 1.282289
12 1.421784
13 1.497867
14 1.561275
15 1.650029
16 1.808515
17 1.916294
18 2.024067
19 2.112823
20 2.220583
21 2.296656
22 2.347371
23 2.436101
24 2.531180
25 2.619928
26 2.734023
27 2.816422
28 2.917821
29 3.019230
30 3.107972
31 3.177698
32 3.317120
33 3.367830
34 3.450207
35 3.519930
36 3.608651
37 3.722706
38 3.824113
39 3.900160
40 3.995235
41 4.109273
42 4.204326
43 4.286694
44 4.343733
45 4.445083
46 4.521111
47 5.412034
48 6.352195
49 6.466096
50 6.516654
51 6.624228
52 6.706453
53 6.814023
54 6.870922
55 6.984833
56 7.073421
57 7.174646
58 7.275879
59 7.370785
60 7.453033
61 7.535285
62 7.630190
63 7.756776
64 7.857997
65 7.933898
66 8.016126
67 8.104717
68 8.155290
69 8.250227
70 8.345108
71 8.465309
72 8.553902
73 8.636060
74 8.762587
75 8.882785
76 9.009279
77 9.129509
78 9.237067
79 9.369932
80 9.458512
81 9.559731
82 9.654622
83 9.730489
84 9.850631
85 9.970753
86 10.040329
87 10.128842
88 10.192081
89 10.293290
90 10.400817
91 10.495670
92 10.558856
93 10.615766
94 10.729599
95 10.792797
96 10.881355
97 11.033135
98 11.140642
99 11.210155
