Dcm
0 0.282531
1 0.389802
2 0.459527
3 0.545341
4 0.647243
5 0.754509
6 0.834955
7 0.926122
8 0.990472
9 1.054825
10 1.129897
11 1.188883
12 1.263950
13 1.312211
14 1.414086
15 1.526676
16 1.607102
17 1.671436
18 1.805483
19 1.907357
20 2.003863
21 2.095009
22 2.186143
23 2.282634
24 2.341597
25 2.448806
26 2.561372
27 2.684675
28 2.813331
29 2.861569
30 2.984830
31 3.043783
32 3.129541
33 3.220654
34 3.311778
35 3.392181
36 3.499374
37 3.563697
38 3.649461
39 3.751263
40 3.837009
41 3.917394
42 4.008502
43 4.083529
44 4.185327
45 4.238910
46 4.346061
47 4.426432
48 4.517522
49 4.603226
50 4.667493
51 4.731814
52 4.812154
53 4.897872
54 4.999620
55 5.122838
56 5.213910
57 5.294267
58 5.363907
59 5.444264
60 5.535313
61 5.588896
62 5.669232
63 5.754941
64 5.856682
65 5.931662
66 5.995941
67 6.038801
68 6.113794
69 6.220906
70 6.285175
71 6.376240
72 6.451241
73 6.520912
74 6.617308
75 6.697665
76 6.794071
77 6.863695
78 6.954745
79 7.035087
80 7.136845
81 7.790795
82 7.876460
83 7.946005
84 8.063786
85 8.160132
86 8.229763
87 8.310038
88 8.390335
89 8.524144
90 8.625897
91 8.700826
92 8.797131
93 8.898885
94 9.005979
95 9.080985
96 9.150578
97 9.230873
98 9.327216
99 9.434297
