Dcm
0 0.466847
1 0.745336
2 1.116642
3 1.441530
4 1.719993
5 1.952045
6 2.160892
7 2.462547
8 2.740999
9 2.996245
10 3.158670
11 3.390699
12 3.738754
13 4.086799
14 4.179607
15 4.481233
16 4.713262
17 4.922073
18 5.246897
19 5.478899
20 5.687713
21 5.989332
22 6.314120
23 6.638919
24 6.847691
25 7.056478
26 7.288477
27 7.543658
28 7.659654
29 7.984440
30 8.262822
31 8.564381
32 8.865927
33 9.005077
34 9.260234
35 9.515372
36 9.747329
37 9.932903
38 10.141695
39 10.466446
40 10.767979
41 11.092719
42 11.255103
43 11.533431
44 11.858168
45 12.020559
46 12.159699
47 12.391657
48 12.507639
49 12.809149
50 12.925136
51 13.157041
52 13.365782
53 13.597740
54 13.922439
55 14.108005
56 14.316693
57 14.363107
58 14.595033
59 14.873372
60 15.151693
61 15.337235
62 15.685059
63 15.870661
64 16.033053
65 16.218600
66 16.404161
67 16.543376
68 16.752185
69 17.123300
70 17.424823
71 17.633503
72 17.888615
73 18.166930
74 18.445244
75 18.561265
76 18.816315
77 19.071480
78 19.326685
79 19.605004
80 19.721033
81 19.860264
82 20.161743
83 20.393598
84 20.625531
85 20.787928
86 20.996727
87 21.228620
88 21.530015
89 21.669269
90 21.785408
91 22.225974
92 22.504328
93 23.014276
94 23.269361
95 23.640436
96 23.941990
97 24.034919
98 24.243712
99 24.429279
