pasos x w correlacion
2443 1.561690 1.118934 0.883898
2444 1.529649 1.050772 0.888493
2445 1.582546 0.920983 1.107848
2446 1.616492 0.947151 0.918415
2447 1.643126 0.957521 1.010691
2448 1.592328 1.085648 1.176074
2449 1.615983 0.962765 1.169828
2450 1.533592 1.138541 0.957663
2451 1.450182 1.132512 1.024907
2452 1.382336 1.100855 0.982756
2453 1.477960 0.872183 0.898282
2454 1.462185 1.023461 0.900090
2455 1.464330 0.996866 0.969580
2456 1.381372 1.125286 1.080170
2457 1.441179 0.919060 0.964061
2458 1.495700 0.923060 1.117993
2459 1.479675 1.024127 1.132432
2460 1.516391 0.946482 0.984997
2461 1.467400 1.075827 0.939918
2462 1.460610 1.009991 1.149902
2463 1.469134 0.987591 0.922119
2464 1.554723 0.878618 1.007270
2465 1.562673 0.987685 0.862807
2466 1.513041 1.079316 1.010474
2467 1.553639 0.939646 0.919401
2468 1.627155 0.889657 1.148126
2469 1.685607 0.907720 0.863327
2470 1.713474 0.953744 1.001910
2471 1.774520 0.899007 1.103421
2472 1.779241 0.991646 0.963855
2473 1.708789 1.130737 1.145481
2474 1.679550 1.050785 0.993793
2475 1.768966 0.857121 1.144753
2476 1.850661 0.862558 1.076280
2477 1.933375 0.855134 0.874502
2478 2.017072 0.847622 0.885118
2479 2.048674 0.937777 1.138142
2480 1.982757 1.142101 1.028720
2481 2.056706 0.861261 1.071338
2482 2.029029 1.058170 0.960057
2483 1.981558 1.099873 0.883841
2484 2.054213 0.863630 0.928998
2485 2.093188 0.922357 0.885824
2486 2.002881 1.203161 1.118333
2487 1.976632 1.053617 1.048404
2488 1.944737 1.064533 0.888497
2489 1.948122 0.993434 1.132805
2490 1.975811 0.947124 1.101255
2491 1.971993 1.007565 1.009671
2492 1.927067 1.091535 1.022357
2493 1.944856 0.966147 1.071306
2494 1.878243 1.135796 0.894070
2495 1.925929 0.913290 1.057598
2496 1.886892 1.077258 1.122961
2497 1.804874 1.163458 0.907113
2498 1.755382 1.092099 1.127110
2499 1.811142 0.905348 1.045231
2500 1.871041 0.895584 0.902181
2501 1.781137 1.178419 0.944972
2502 1.766942 1.025501 1.060213
2503 1.812156 0.922276 1.090862
2504 1.863753 0.909524 0.971837
2505 1.844517 1.036309 1.091176
2506 1.864980 0.962758 0.997190
2507 1.825761 1.075058 1.011339
2508 1.825761 0.885689 1.082148
2509 1.758013 1.129073 0.992600
2510 1.784524 0.954127 0.996413
2511 1.699332 1.159976 0.940662
2512 1.688055 1.019283 1.045364
2513 1.730699 0.929700 0.972375
2514 1.638926 1.167213 0.971895
2515 1.698837 0.904852 0.956829
2516 1.620646 1.138575 1.044794
2517 1.571618 1.081399 1.044135
2518 1.640184 0.895736 1.009128
2519 1.726780 0.864345 1.105525
2520 1.782601 0.906695 0.915503
2521 1.750011 1.059254 1.010724
2522 1.750520 0.999108 0.893270
2523 1.696469 1.097634 1.037412
2524 1.673583 1.039316 1.099864
2525 1.681967 0.986033 0.979635
2526 1.585513 1.170675 1.037587
2527 1.582812 1.004288 0.906319
2528 1.578939 1.006141 1.007818
2529 1.535698 1.069660 1.082752
2530 1.460717 1.118890 1.050866
2531 1.441560 1.028189 0.909939
2532 1.342787 1.147412 1.019810
2533 1.389782 0.937809 1.017155
2534 1.416343 0.963420 1.049339
2535 1.431672 0.978407 0.961628
2536 1.369332 1.091232 1.035829
2537 1.444612 0.899499 0.910345
2538 1.520106 0.894126 0.910878
2539 1.540794 0.968833 0.948310
2540 1.552217 0.982489 1.054660
2541 1.586926 0.946980 1.093643
2542 1.548146 1.062674 0.926120
2543 1.513852 1.053906 0.958813
2544 1.432041 1.128064 1.020105
2545 1.407471 1.035500 0.940740
2546 1.344142 1.091037 0.904251
2547 1.284835 1.081077 1.019872
2548 1.282055 1.003575 1.111642
2549 1.371874 0.887642 1.013987
2550 1.356532 1.021150 1.051111
2551 1.411640 0.926563 1.083203
2552 1.421897 0.985573 1.077697
2553 1.444484 0.968147 0.997183
2554 1.453807 0.986580 1.066343
2555 1.414039 1.058682 0.986973
2556 1.459465 0.936817 1.026128
2557 1.465462 0.991268 1.047717
2558 1.517982 0.924646 0.948199
2559 1.514817 1.004811 1.045901
2560 1.560982 0.931464 0.996956
2561 1.580975 0.969080 0.964376
2562 1.516199 1.105514 0.968153
2563 1.484011 1.049470 0.983600
2564 1.449113 1.052512 0.993740
2565 1.426447 1.033126 0.982878
2566 1.350404 1.111355 1.060474
2567 1.286258 1.088246 1.019337
2568 1.229246 1.074340 0.968137
2569 1.163036 1.082417 0.982970
2570 1.185208 0.974304 0.967890
2571 1.231294 0.945839 1.067421
2572 1.143873 1.109399 1.001785
2573 1.067159 1.088509 1.056159
2574 1.153822 0.908247 0.940222
2575 1.127567 1.030402 0.981473
2576 1.155135 0.969026 0.958790
2577 1.173162 0.979232 1.070927
2578 1.142134 1.036573 0.985281
2579 1.138963 1.003623 1.016515
2580 1.055412 1.096004 0.934337
2581 1.069118 0.985546 0.924086
2582 1.150935 0.913183 1.005122
2583 1.150935 0.893774 1.063046
2584 1.112430 1.044539 0.982656
2585 1.052043 1.067536 0.979497
2586 1.042494 1.010051 0.998607
2587 1.108484 0.931488 0.984364
2588 1.111069 0.997135 1.004881
2589 1.104907 1.006850 0.957022
2590 1.134037 0.967916 0.949002
2591 1.219785 0.904008 0.936705
2592 1.285940 0.920459 0.971297
2593 1.189315 1.127029 1.049493
2594 1.131767 1.069068 0.969907
2595 1.200381 0.923107 0.933754
2596 1.119474 1.098392 0.943301
2597 1.028794 1.102304 1.038310
2598 0.980615 1.049597 1.097158
2599 1.051848 0.930169 1.066575
2600 1.099509 0.950024 1.020825
2601 1.076525 1.025322 0.970227
2602 1.123356 0.949793 1.094047
2603 1.037284 1.097445 0.917078
2604 1.098660 0.936554 0.998402
2605 1.129847 0.965847 0.930222
2606 1.031489 1.112147 1.095244
2607 1.059868 0.970761 0.964281
2608 0.981793 1.082964 1.078806
2609 0.997922 0.984161 1.089183
2610 1.014380 0.983576 0.923831
2611 0.944661 1.070678 1.031341
2612 0.941752 1.002747 0.925606
2613 0.922596 1.018018 1.047232
2614 1.006446 0.922309 0.978262
2615 0.923426 1.083405 0.984043
2616 0.863045 1.055415 1.028025
2617 0.852251 1.009301 0.978712
2618 0.832472 1.016801 0.933833
2619 0.822629 1.008178 1.059126
2620 0.813788 1.007260 1.024325
2621 0.868896 0.954694 0.932187
2622 0.851094 1.015427 0.997102
2623 0.854564 0.997045 1.014470
2624 0.765722 1.074629 0.961155
2625 0.668340 1.072321 0.991862
2626 0.676370 0.994616 0.964505
2627 0.711573 0.975866 0.986104
2628 0.642341 1.047982 1.108411
2629 0.593509 1.030635 1.078685
2630 0.677499 0.948024 0.929366
2631 0.663421 1.009484 0.956404
2632 0.595172 1.043884 1.043739
2633 0.520820 1.042361 1.061841
2634 0.556621 0.980898 0.969945
2635 0.557790 0.999349 0.976829
2636 0.608173 0.971055 1.024970
2637 0.699799 0.941838 1.087043
2638 0.704813 0.996485 0.920944
2639 0.623875 1.055243 0.988939
2640 0.530229 1.055525 1.001703
2641 0.445671 1.042123 0.916832
2642 0.436128 1.004216 0.909948
2643 0.379116 1.023511 1.001949
2644 0.435823 0.977159 1.097418
2645 0.385263 1.020974 1.098797
2646 0.399860 0.994286 0.968330
2647 0.339106 1.022701 1.050728
2648 0.413807 0.972270 0.995284
2649 0.355861 1.022550 0.940335
2650 0.270827 1.027003 1.072337
2651 0.230534 1.010152 0.944668
2652 0.284274 0.986262 1.029652
2653 0.257274 1.007338 1.022515
2654 0.217841 1.009412 1.046503
2655 0.207315 1.002240 0.940564
2656 0.143590 1.011244 1.071501
2657 0.157021 0.997983 1.064821
2658 0.250313 0.981179 0.933515
2659 0.169832 1.017050 1.025191
2660 0.237556 0.986300 0.967447
2661 0.148622 1.017320 0.930273
2662 0.142906 1.000834 0.948672
2663 0.087286 1.006422 1.083603
2664 0.062630 1.001850 0.925984
2665 0.063024 0.999975 0.946138
2666 0.038423 1.001249 0.910041
2667 0.023191 1.000469 0.971492
2668 -0.004633 1.000258 0.969039
2669 -0.066851 0.997779 0.950579
2670 0.028748 1.001823 1.093519
2671 -0.036003 0.999765 1.014821
2672 -0.050075 0.999395 0.981301
2673 -0.088409 0.997349 0.986631
2674 -0.186108 0.986680 0.896939
2675 -0.249193 0.986363 0.970855
2676 -0.236311 1.003132 1.104082
2677 -0.258617 0.994495 0.988545
2678 -0.260726 0.999453 1.093644
2679 -0.185720 1.016884 1.025583
2680 -0.188903 0.999404 0.917239
2681 -0.120032 1.010695 1.086378
2682 -0.089016 1.003247 0.925558
2683 -0.187436 0.986488 1.051401
2684 -0.254543 0.985279 1.063821
2685 -0.223807 1.007378 0.968530
2686 -0.310746 0.977031 0.998918
2687 -0.327540 0.994655 0.981552
2688 -0.330967 0.998872 0.966018
2689 -0.399466 0.975293 0.933083
2690 -0.339909 1.022262 1.066362
2691 -0.266369 1.022543 1.075642
2692 -0.168847 1.021448 0.933492
2693 -0.071618 1.011759 1.027071
2694 -0.015088 1.002454 1.000710
2695 -0.104041 0.994716 0.958927
2696 -0.045528 1.004385 1.032297
2697 -0.123579 0.993422 0.989692
2698 -0.171612 0.992936 0.966038
2699 -0.129945 1.006302 1.075620
2700 -0.110605 1.002329 1.019207
2701 -0.207730 0.984660 0.983482
2702 -0.235524 0.993859 1.033662
2703 -0.169131 1.013524 0.913798
2704 -0.103409 1.008996 0.995906
2705 -0.202902 0.984878 1.084330
2706 -0.139579 1.010902 0.919435
2707 -0.225571 0.984423 0.910169
2708 -0.142375 1.015424 1.067125
2709 -0.118567 1.003111 0.974069
2710 -0.061019 1.005181 0.919332
2711 -0.122315 0.994397 0.925983
2712 -0.086264 1.003767 0.950511
2713 -0.145912 0.993099 0.937649
2714 -0.081222 1.007374 1.091115
2715 -0.038475 1.002562 0.898007
2716 0.032734 1.000204 1.068509
2717 0.044237 0.999557 0.961880
2718 0.132743 0.992199 1.007105
2719 0.156862 0.996514 0.993335
2720 0.203992 0.991533 0.912991
2721 0.256536 0.987974 1.062982
2722 0.324693 0.980388 0.991020
2723 0.273888 1.015321 1.012653
2724 0.361632 0.972504 0.915381
2725 0.279473 1.026686 1.024638
2726 0.224030 1.014056 1.069406
2727 0.174422 1.009932 0.929669
2728 0.135752 1.006015 1.132422
2729 0.046782 1.008153 1.104908
2730 -0.001392 1.001094 1.085288
2731 0.047429 0.998877 0.958375
2732 0.131877 0.992458 1.064716
2733 0.151991 0.997149 0.938979
2734 0.085678 1.007911 0.904428
2735 0.087616 0.999832 1.022204
2736 0.038423 1.003105 0.901176
2737 0.016092 1.000609 1.082436
2738 0.100931 0.995048 1.046032
2739 0.077154 1.002119 1.057783
2740 0.062380 1.001031 1.095535
2741 0.008365 1.001912 0.994385
2742 -0.074233 0.997283 0.996286
2743 -0.029429 1.002325 0.918723
2744 -0.006946 1.000409 0.947191
2745 0.020255 0.999819 0.964483
2746 0.072573 0.997575 1.006323
2747 -0.017289 1.002487 0.953968
2748 -0.006037 1.000131 1.041928
2749 -0.007529 0.999990 0.946662
2750 0.028199 0.999631 0.947850
2751 0.079864 0.997212 1.099344
2752 0.022883 1.002932 0.994403
2753 0.095135 0.995746 1.035814
2754 0.075552 1.001673 0.967962
2755 0.174007 0.987790 1.051537
2756 0.179980 0.998943 0.966455
2757 0.261113 0.982265 0.976938
2758 0.293307 0.991115 0.943856
2759 0.320167 0.991795 0.928181
2760 0.284048 1.010971 0.886132
2761 0.372384 0.971423 1.017929
2762 0.433699 0.975590 1.113537
2763 0.416886 1.007176 1.001971
2764 0.376965 1.015972 1.091233
2765 0.399655 0.991228 0.888018
2766 0.378515 1.008259 0.913634
2767 0.309864 1.023910 1.035491
2768 0.256142 1.015320 0.883442
2769 0.194998 1.013888 1.117177
2770 0.273183 0.981864 0.881465
2771 0.198691 1.017731 0.933432
2772 0.135234 1.010651 0.880274
2773 0.037657 1.008471 1.146162
2774 0.038942 0.999951 0.876715
2775 0.046690 0.999668 1.034454
2776 0.132871 0.992292 1.075885
2777 0.032994 1.008318 1.107617
2778 -0.036775 0.999868 0.897486
2779 -0.106055 0.995065 0.884380
2780 -0.110440 0.999525 0.924762
2781 -0.135487 0.996925 0.907183
2782 -0.131932 1.000476 1.045172
2783 -0.226634 0.983165 1.080623
2784 -0.187298 1.008174 1.140556
2785 -0.200967 0.997350 0.989168
2786 -0.243294 0.990642 0.946761
2787 -0.270031 0.993161 1.118647
2788 -0.350255 0.975426 0.938588
2789 -0.354976 0.998337 0.869822
2790 -0.361699 0.997594 1.081093
2791 -0.356795 1.001763 0.904918
2792 -0.310544 1.015552 0.938476
2793 -0.235984 1.020583 1.090924
2794 -0.169243 1.013614 0.893670
2795 -0.247526 0.983819 1.127181
2796 -0.308719 0.983125 0.915321
2797 -0.364907 0.981253 1.067045
2798 -0.358354 1.002372 1.040730
2799 -0.414280 0.978627 1.138960
2800 -0.357073 1.022309 1.083526
2801 -0.327308 1.010237 0.986216
2802 -0.272622 1.016539 1.053076
2803 -0.208792 1.015483 1.092264
2804 -0.154051 1.009981 1.014404
2805 -0.202713 0.991357 1.028358
2806 -0.169695 1.006167 0.951106
2807 -0.227696 0.988542 0.976010
2808 -0.170464 1.011459 0.878651
2809 -0.140632 1.004651 1.144001
2810 -0.205878 0.988760 0.883392
2811 -0.174435 1.005997 1.005043
2812 -0.207569 0.993691 1.037106
2813 -0.183523 1.004713 1.061850
2814 -0.242701 0.987468 0.873739
2815 -0.318226 0.979041 1.027736
2816 -0.327085 0.997146 1.046348
2817 -0.236589 1.025833 0.918859
2818 -0.175335 1.012696 1.048165
2819 -0.249767 0.984304 0.879553
2820 -0.253017 0.999183 1.154271
2821 -0.284515 0.991570 1.134614
2822 -0.282894 1.000460 1.009842
2823 -0.233921 1.012735 1.020294
2824 -0.145415 1.016929 1.066319
2825 -0.155007 0.998560 0.993553
2826 -0.100558 1.006982 1.068421
2827 -0.059185 1.003310 0.953919
2828 -0.045955 1.000696 1.074469
2829 -0.129279 0.992726 1.025603
2830 -0.113688 1.001896 1.027095
2831 -0.084118 1.002929 1.075155
2832 -0.095456 0.998983 0.926403
2833 -0.099353 0.999620 0.946731
2834 -0.173687 0.989903 1.048571
2835 -0.180563 0.998783 0.938616
2836 -0.223182 0.991433 0.922365
2837 -0.172256 1.010120 1.024185
2838 -0.135820 1.005628 0.950408
2839 -0.073815 1.006520 1.041782
2840 -0.008106 1.002695 1.073850
2841 -0.021097 0.999810 0.969942
2842 -0.018873 1.000044 0.952642
2843 0.020383 0.999970 0.942118
2844 -0.012030 1.000135 1.006608
2845 -0.083044 0.996630 1.119752
2846 0.013306 1.003365 0.949056
2847 -0.038047 0.999365 1.001680
2848 -0.084530 0.997155 0.939379
2849 -0.104096 0.998156 0.974254
2850 -0.051619 1.004094 0.936767
2851 -0.044279 1.000352 1.061274
2852 -0.139817 0.991244 0.890627
2853 -0.130811 1.001219 0.915824
2854 -0.199750 0.988671 0.962675
2855 -0.176223 1.004432 0.960149
2856 -0.105490 1.010013 1.126829
2857 -0.048894 1.004378 0.880991
2858 -0.038130 1.000468 1.006964
2859 -0.019040 1.000546 0.898415
2860 0.056862 0.998566 0.864804
2861 0.031358 1.001126 1.028502
2862 -0.063833 0.998456 1.093192
2863 0.013450 1.001949 0.893262
2864 -0.040822 0.999258 0.994703
2865 0.042753 0.999919 1.036885
2866 -0.054787 0.999413 1.064122
2867 -0.039433 1.000724 1.058017
2868 -0.077377 0.997786 0.909976
2869 -0.017985 1.002836 1.053641
2870 -0.082626 0.996753 1.010632
2871 -0.000406 1.003419 0.874193
2872 -0.058712 0.998278 0.942635
2873 -0.016337 1.001591 0.890423
2874 -0.047371 0.999012 0.944042
2875 0.033750 1.000553 0.978245
2876 -0.025892 1.000234 0.867369
2877 -0.052910 0.998936 1.002882
2878 -0.033943 1.000824 1.135981
2879 -0.116675 0.993789 0.850188
2880 -0.135124 0.997680 1.120810
2881 -0.183267 0.992365 0.864737
2882 -0.190594 0.998631 0.964051
2883 -0.220072 0.993966 1.161924
2884 -0.209583 1.002256 1.011568
2885 -0.184603 1.004935 0.882686
2886 -0.229176 0.990821 1.008484
2887 -0.136158 1.017136 1.184156
2888 -0.063161 1.007301 1.088317
2889 -0.069353 0.999590 0.988294
2890 -0.047346 1.001285 1.031222
2891 -0.015513 1.001001 0.936441
2892 -0.096109 0.995512 1.136562
2893 -0.045640 1.003583 1.166832
2894 0.027400 1.000666 0.921646
2895 0.104071 0.994973 0.902931
2896 0.137565 0.995961 1.060947
2897 0.175448 0.994089 0.934335
2898 0.271847 0.978671 1.073914
2899 0.204312 1.016209 1.154824
2900 0.290646 0.978861 0.994292
2901 0.225571 1.016938 0.863705
2902 0.179192 1.009430 0.859870
2903 0.196286 0.996796 1.127412
2904 0.211548 0.996893 0.948424
2905 0.178170 1.006525 0.849884
2906 0.149467 1.004713 0.869378
2907 0.133448 1.002269 1.065355
2908 0.061196 1.007057 0.842824
2909 0.000424 1.001874 0.985326
2910 -0.042073 0.999115 1.047318
2911 0.027720 1.000501 0.927135
2912 0.058034 0.998701 1.184650
2913 0.058507 0.999972 1.122788
2914 0.101688 0.996547 1.156965
2915 0.168752 0.990973 0.881597
2916 0.151164 1.002817 1.154167
2917 0.175802 0.995980 1.114027
2918 0.124345 1.007752 1.081845
2919 0.046232 1.006684 0.953655
2920 0.121622 0.993693 1.074369
2921 0.144386 0.996977 0.886514
2922 0.218903 0.986556 1.056684
2923 0.175454 1.008604 0.902959
2924 0.211786 0.992990 1.066445
2925 0.189584 1.004466 1.041223
2926 0.208679 0.996205 1.050245
2927 0.125861 1.013949 1.080288
2928 0.182885 0.991236 0.890354
2929 0.087603 1.012970 1.030017
2930 0.006403 1.003824 0.964789
2931 0.052831 0.998626 0.950917
2932 0.100626 0.996339 0.940866
2933 0.036375 1.004411 0.977316
2934 0.051424 0.999340 0.952835
2935 0.032511 1.000794 1.058875
2936 -0.050996 0.999228 0.876482
2937 -0.020536 1.001090 0.883674
2938 0.025025 0.999898 0.864354
2939 0.099823 0.995342 0.871949
2940 0.172173 0.990209 1.002891
2941 0.083111 1.011433 0.970242
2942 0.143901 0.993124 1.188305
2943 0.089563 1.006363 1.104768
2944 0.044441 1.003028 1.118934
2945 0.066417 0.998783 1.050772
2946 0.131736 0.993549 0.920983
2947 0.180660 0.992387 0.947151
2948 0.168468 1.002131 0.957521
2949 0.084643 1.010665 1.085648
2950 0.168883 0.989378 0.962765
2951 0.243498 0.984733 1.138541
2952 0.201477 1.009393 1.132512
2953 0.265642 0.985125 1.100855
2954 0.320255 0.984129 0.872183
2955 0.290460 1.009140 1.023461
2956 0.309708 0.994241 0.996866
2957 0.399393 0.968702 1.125286
2958 0.341209 1.021779 0.919060
2959 0.329487 1.003939 0.923060
2960 0.250880 1.023072 1.024127
2961 0.280688 0.992109 0.946482
2962 0.361693 0.974317 1.075827
2963 0.320869 1.014030 1.009991
2964 0.384887 0.977662 0.987591
2965 0.404947 0.992109 0.878618
2966 0.348412 1.021524 0.987685
2967 0.337056 1.003900 1.079316
2968 0.312528 1.007998 0.939646
2969 0.317115 0.998557 0.889657
2970 0.245186 1.020429 0.907720
2971 0.225706 1.004597 0.953744
2972 0.242433 0.996092 0.899007
2973 0.313739 0.980366 0.991646
2974 0.291391 1.006785 1.130737
2975 0.275732 1.004450 1.050785
2976 0.186059 1.020921 0.857121
2977 0.198129 0.997684 0.862558
2978 0.218543 0.995756 0.855134
2979 0.186593 1.006493 0.847622
2980 0.280850 0.978211 0.937777
2981 0.188650 1.021880 1.142101
2982 0.224995 0.992511 0.861261
2983 0.240623 0.996368 1.058170
2984 0.141472 1.019123 1.099873
2985 0.080169 1.006817 0.863630
2986 0.028791 1.002803 0.922357
2987 -0.021476 1.000184 1.203161
2988 -0.060738 0.998387 1.053617
2989 -0.041404 1.000988 1.064533
2990 -0.101382 0.995727 0.993434
2991 -0.121979 0.997702 0.947124
2992 -0.090286 1.003369 1.007565
2993 -0.031449 1.003588 1.091535
2994 -0.037123 0.999806 0.966147
2995 -0.064452 0.998613 1.135796
2996 -0.011866 1.002009 0.913290
2997 0.034196 0.999486 1.077258
2998 0.096908 0.995897 1.163458
2999 0.051134 1.003394 1.092099
3000 0.073397 0.998615 0.905348
3001 0.033110 1.002148 0.895584
3002 0.088278 0.996657 1.178419
3003 0.116376 0.997129 1.025501
3004 0.019843 1.006597 0.922276
3005 -0.076623 0.997265 0.909524
3006 -0.019703 1.002745 1.036309
3007 -0.094427 0.995745 0.962758
3008 -0.142686 0.994295 1.075058
3009 -0.076226 1.007301 0.885689
3010 -0.106430 0.997245 1.129073
3011 -0.130030 0.997214 0.954127
3012 -0.060695 1.006634 1.159976
3013 -0.152974 0.990190 1.019283
3014 -0.174291 0.996518 0.929700
3015 -0.264904 0.980298 1.167213
3016 -0.280819 0.995667 0.904852
3017 -0.313733 0.990263 1.138575
3018 -0.270852 1.012613 1.081399
3019 -0.198746 1.017075 0.895736
3020 -0.145372 1.009226 0.864345
3021 -0.045421 1.009581 0.906695
3022 -0.032868 1.000491 1.059254
3023 0.047154 0.999429 0.999108
3024 0.140153 0.991328 1.097634
3025 0.077667 1.006829 1.039316
3026 0.047774 1.001877 0.986033
3027 0.136641 0.991839 1.170675
3028 0.167711 0.995283 1.004288
3029 0.139662 1.004320 1.006141
3030 0.136265 1.000469 1.069660
3031 0.228556 0.983306 1.118890
3032 0.215510 1.002901 1.028189
3033 0.282049 0.983583 1.147412
3034 0.245222 1.009756 0.937809
3035 0.289715 0.988170 0.963420
3036 0.264864 1.006915 0.978407
3037 0.255705 1.002387 1.091232
3038 0.203119 1.012137 0.899499
3039 0.211051 0.998359 0.894126
3040 0.245253 0.992227 0.968833
3041 0.226096 1.004525 0.982489
3042 0.300900 0.980482 0.946980
3043 0.226829 1.019737 1.062674
3044 0.207440 1.004219 1.053906
3045 0.131574 1.012943 1.128064
3046 0.116660 1.001853 1.035500
3047 0.137013 0.997422 1.091037
3048 0.124766 1.001604 1.081077
3049 0.094787 1.003296 1.003575
3050 0.018500 1.004331 0.887642
3051 0.032762 0.999635 1.021150
3052 0.022498 1.000284 0.926563
3053 -0.012766 1.000172 0.985573
3054 0.045466 0.999048 0.968147
3055 0.025040 1.000720 0.986580
3056 -0.064589 0.998229 1.058682
3057 -0.153053 0.990419 0.936817
3058 -0.133384 1.002821 0.991268
3059 -0.123670 1.001249 0.924646
3060 -0.206629 0.986393 1.004811
3061 -0.150697 1.010043 0.931464
3062 -0.081722 1.008048 0.969080
3063 -0.164455 0.989868 1.105514
3064 -0.064834 1.011487 1.049470
3065 -0.069073 0.999716 1.052512
3066 0.019349 1.002201 1.033126
3067 -0.023997 0.999899 1.111355
3068 -0.049654 0.999056 1.088246
3069 -0.033244 1.000680 1.074340
3070 -0.035273 0.999930 1.082417
3071 -0.063524 0.998605 0.974304
3072 -0.050746 1.000730 0.945839
3073 0.000192 1.001288 1.109399
3074 -0.003058 0.999995 1.088509
3075 -0.034471 0.999411 0.908247
3076 -0.038789 0.999842 1.030402
3077 0.026456 1.000402 0.969026
3078 0.055837 0.998792 0.979232
3079 -0.031193 1.001073 1.036573
3080 -0.039259 0.999716 1.003623
3081 0.028959 1.000351 1.096004
3082 0.106412 0.994771 0.985546
3083 0.059569 1.003895 0.913183
3084 0.021973 1.001534 0.893774
3085 -0.031138 0.999757 1.044539
3086 0.044740 0.999484 1.067536
3087 0.112262 0.994713 1.010051
3088 0.101181 1.001183 0.931488
3089 0.027799 1.004744 0.997135
3090 0.082138 0.997018 1.006850
3091 0.019303 1.003192 0.967916
3092 -0.052596 0.998804 0.904008
3093 0.003623 1.001378 0.920459
3094 -0.092727 0.995717 1.127029
3095 -0.049089 1.003099 1.069068
3096 0.041249 1.000354 0.923107
3097 -0.040660 1.000024 1.098392
3098 -0.073434 0.998132 1.102304
3099 -0.081903 0.999342 1.049597
3100 -0.138273 0.993813 0.930169
3101 -0.174819 0.994295 0.950024
3102 -0.117399 1.008425 1.025322
3103 -0.061211 1.005030 0.949793
3104 -0.018659 1.001701 1.097445
3105 0.053777 0.998729 0.936554
3106 0.150749 0.990132 0.965847
3107 0.107074 1.005646 1.112147
3108 0.089193 1.001756 0.970761
3109 0.028440 1.003580 1.082964
3110 0.013837 1.000309 0.984161
3111 0.065532 0.997951 0.983576
3112 0.042238 1.001256 1.070678
3113 0.124598 0.993153 1.002747
3114 0.215015 0.984764 1.018018
3115 0.180770 1.006800 0.922309
3116 0.244728 0.986485 1.083405
3117 0.324354 0.977598 1.055415
3118 0.288681 1.010994 1.009301
3119 0.321992 0.989881 1.016801
3120 0.255684 1.019337 1.008178
3121 0.284149 0.992346 1.007260
3122 0.369591 0.972458 0.954694
3123 0.342769 1.009599 1.015427
3124 0.324577 1.006089 0.997045
3125 0.355574 0.989514 1.074629
3126 0.380041 0.991041 1.072321
3127 0.365877 1.005296 0.994616
3128 0.355058 1.003907 0.975866
3129 0.259282 1.029857 1.047982
3130 0.295212 0.990088 1.030635
3131 0.371297 0.974963 0.948024
3132 0.396887 0.990219 1.009484
3133 0.312061 1.030525 1.043884
3134 0.386645 0.974280 1.042361
3135 0.387344 0.999730 0.980898
3136 0.365947 1.008091 0.999349
3137 0.306983 1.020038 0.971055
3138 0.343773 0.988101 0.941838
3139 0.384872 0.985138 0.996485
3140 0.292361 1.031821 1.055243
3141 0.346724 0.982779 1.055525
3142 0.373687 0.990335 1.042123
3143 0.374667 0.999634 1.004216
3144 0.396814 0.991493 1.023511
3145 0.329975 1.024586 0.977159
3146 0.378912 0.982804 1.020974
3147 0.407913 0.988655 0.994286
3148 0.494888 0.961500 1.022701
3149 0.591025 0.949141 0.972270
3150 0.513431 1.043780 1.022550
3151 0.579836 0.964352 1.027003
3152 0.629621 0.970342 1.010152
3153 0.592380 1.023016 0.986262
3154 0.616688 0.985412 1.007338
3155 0.536384 1.047386 1.009412
3156 0.632136 0.945592 1.002240
3157 0.570620 1.037687 1.011244
3158 0.625861 0.967492 0.997983
3159 0.584182 1.025537 0.981179
3160 0.510422 1.041195 1.017050
3161 0.435295 1.036163 0.986300
3162 0.466152 0.986188 1.017320
3163 0.503412 0.982099 1.000834
3164 0.566216 0.966969 1.006422
3165 0.620994 0.968007 1.001850
3166 0.719285 0.936254 0.999975
3167 0.764022 0.967365 1.001249
3168 0.740025 1.018210 1.000469
3169 0.792483 0.960601 1.000258
3170 0.770025 1.017701 0.997779
3171 0.844890 0.941341 1.001823
3172 0.884280 0.966517 0.999765
3173 0.903052 0.983364 0.999395
3174 0.930955 0.974737 0.997349
3175 0.956240 0.976424 0.986680
3176 0.864577 1.087031 0.986363
3177 0.905908 0.964073 1.003132
3178 0.845253 1.054544 0.994495
3179 0.865099 0.983171 0.999453
3180 0.789123 1.064857 1.016884
3181 0.818754 0.976460 0.999404
3182 0.867702 0.959565 1.010695
3183 0.923951 0.950859 1.003247
3184 0.866219 1.053033 0.986488
3185 0.841441 1.021382 0.985279
3186 0.923716 0.929960 1.007378
3187 1.002408 0.927015 0.977031
3188 0.989898 1.012539 0.994655
3189 1.026780 0.963494 0.998872
3190 0.946580 1.082346 0.975293
3191 1.022129 0.928331 1.022262
3192 0.953716 1.069923 1.022543
3193 1.004453 0.951538 1.021448
3194 0.992779 1.011725 1.011759
3195 0.994790 0.998003 1.002454
3196 0.992633 1.002146 0.994716
3197 1.058098 0.935078 1.004385
3198 1.135466 0.918645 0.993422
3199 1.063213 1.082670 0.992936
3200 1.063213 0.905237 1.006302
3201 0.965600 1.104088 1.002329
3202 0.946144 1.018771 0.984660
3203 0.955705 0.990949 0.993859
3204 0.901086 1.052016 1.013524
3205 0.841780 1.053041 1.008996
3206 0.803824 1.031723 0.984878
