pasos x w correlacion
2746 0.657765 0.812799 1.011293
2747 -0.240852 1.206017 0.860489
2748 -0.128330 1.020988 1.001711
2749 -0.143254 0.997976 0.970644
2750 -0.143254 0.987437 0.793475
2751 -0.143254 0.942282 1.316086
2752 -0.713065 0.783511 1.001422
2753 0.009461 1.289412 0.951952
2754 -0.186377 0.982826 1.050086
2755 0.798181 0.739946 0.894722
2756 0.857906 0.951748 1.102331
2757 0.857906 0.358732 1.013682
2758 1.179846 0.720351 0.872483
2759 1.448439 0.702598 0.608394
2760 1.087252 1.580796 0.232129
2761 1.087252 0.259086 1.149477
2762 1.087252 0.425444 1.616272
2763 0.919126 1.183721 1.002539
2764 0.519913 1.332746 0.866592
2765 0.746818 0.866135 1.077355
2766 0.535417 1.145147 0.601413
2767 -0.151097 1.141017 1.281862
2768 -0.151097 0.798138 0.316240
2769 -0.762535 0.756302 1.405758
2770 0.019318 1.337154 0.646982
2771 0.019318 0.768690 0.574298
2772 0.019318 0.827719 0.321212
2773 -0.956450 0.633046 1.545687
2774 -0.943602 1.012281 0.666740
2775 -0.866115 1.072631 1.199339
2776 -0.004303 1.455091 1.235718
2777 -1.003082 0.604667 0.848259
2778 -1.700766 0.389374 1.170064
2779 -1.700766 0.242131 0.589050
2780 -1.744621 0.927234 0.509460
2781 -1.995087 0.626045 0.431029
2782 -1.959532 1.072831 1.287528
2783 -1.959532 0.099845 1.296823
2784 -1.566179 2.000555 0.856040
2785 -1.702872 0.799773 1.044965
2786 -1.702872 0.444709 1.142679
2787 -1.970244 0.611986 0.647914
2788 -1.970244 0.149210 1.380178
2789 -2.017457 0.910161 1.033729
2790 -2.084689 0.871187 1.093593
2791 -2.035646 1.106318 0.851616
2792 -1.573138 2.303767 0.731838
2793 -0.827540 2.447262 1.473651
2794 -0.160131 1.390398 0.574142
2795 -0.942961 0.649361 1.774885
2796 -0.942961 0.465683 0.689720
2797 -1.504837 0.502741 1.353501
2798 -1.439314 1.101260 1.108428
2799 -1.998566 0.382388 0.859042
2800 -1.426496 2.663621 0.599788
2801 -1.128849 1.462717 1.120171
2802 -0.581988 1.596470 0.619186
2803 0.056307 1.182664 0.300943
2804 0.603717 0.834726 0.844203
2805 0.117100 1.191700 0.706324
2806 0.447279 0.911036 1.794919
2807 -0.132725 1.095512 1.249526
2808 0.439589 0.915934 1.810779
2809 0.737907 0.838925 0.528370
2810 0.085452 1.308135 0.750908
2811 0.399884 0.926536 1.027509
2812 0.068545 1.080695 1.172478
2813 0.309000 0.955623 1.116972
2814 -0.282785 1.007787 0.601478
2815 -1.038026 0.607280 1.193289
2816 -1.126621 0.908565 1.237363
2817 -0.221656 1.840564 0.620125
2818 0.390881 0.949492 1.112917
2819 -0.353435 1.014033 0.585861
2820 -0.385937 0.988056 1.725648
2821 -0.700919 0.842679 0.669122
2822 -0.684713 1.011291 0.931288
2823 -0.194983 1.240367 0.857458
2824 -0.194983 0.803242 0.550012
2825 -0.290902 0.976966 1.047315
2826 0.253578 1.010213 0.536859
2827 0.667318 0.826541 1.292872
2828 0.799615 0.907523 0.631381
2829 -0.033631 1.375926 0.882928
2830 0.122288 0.993112 0.872350
2831 0.417982 0.923230 0.496541
2832 0.304605 1.041813 2.063324
2833 0.265633 1.011174 1.219515
2834 -0.477706 0.924205 0.854235
2835 -0.546464 0.965403 1.186264
2836 -0.972655 0.723455 0.811413
2837 -0.463393 1.441469 1.113421
2838 -0.099033 1.107896 0.762281
2839 0.521012 0.877373 1.260153
2840 0.521012 0.572215 1.150258
2841 0.391095 1.061040 0.983339
2842 0.413343 0.991091 0.852881
2843 0.413343 0.787168 0.671478
2844 0.089206 1.084856 1.055762
2845 0.089206 0.827954 1.677658
2846 1.052705 0.576883 0.871575
2847 0.539171 1.504923 1.007270
2848 0.074343 1.153256 0.678751
2849 -0.121311 0.995416 0.881003
2850 0.403455 0.928644 0.616938
2851 0.476852 0.968210 1.567062
2852 -0.478530 0.999199 0.353161
2853 -0.388470 1.039813 0.297547
2854 -1.077853 0.603247 0.630500
2855 -0.842586 1.253460 0.615097
2856 -0.135258 1.413159 3.420091
2857 0.430708 0.919792 0.266112
2858 0.538347 0.949183 1.050563
2859 0.729240 0.886046 0.377739
2860 0.729240 0.431032 0.260414
2861 0.474197 1.165866 1.177252
2862 -0.477706 0.998331 1.389727
2863 0.295114 1.073104 0.627902
2864 -0.247597 1.012978 0.989309
2865 0.588153 0.867353 1.054486
2866 -0.387249 1.102942 0.976761
2867 -0.233711 1.048825 0.857020
2868 -0.613147 0.851578 1.204726
2869 -0.019227 1.206580 0.942920
2870 -0.019227 0.801434 0.975173
2871 0.802973 0.724555 0.996479
2872 0.219916 1.347432 0.811602
2873 0.643666 0.832792 0.594780
2874 0.333323 1.163696 0.825286
2875 1.144536 0.549125 0.940871
2876 0.548112 1.656600 0.471304
2877 0.277932 1.118055 1.008512
2878 0.467605 0.931738 1.131052
2879 -0.359722 1.045638 0.785307
2880 -0.544206 0.920001 1.289965
2881 -1.025636 0.685310 0.676756
2882 -1.098910 0.925114 0.824333
2883 -1.393689 0.692545 1.479744
2884 -1.288797 1.151063 1.002538
2885 -1.039003 1.337410 0.787475
2886 -1.039003 0.569816 1.030889
2887 -0.108829 1.705471 1.181395
2888 -0.108829 0.829454 0.771265
2889 -0.170751 0.991381 1.052268
2890 0.049318 1.013452 0.866370
2891 0.367656 0.935785 1.304782
2892 -0.438307 0.971931 0.515006
2893 0.066378 1.098399 0.190762
2894 0.796777 0.729625 1.670329
2895 0.796777 0.404611 1.310490
2896 1.131718 0.723999 0.897024
2897 1.510544 0.606240 1.120717
2898 1.510544 0.146492 0.878368
2899 0.835200 2.208011 0.404807
2900 1.698538 0.334963 1.018962
2901 1.047792 2.443868 1.007089
2902 0.584002 1.459954 0.432129
2903 0.754936 0.891870 2.078990
2904 0.907559 0.880850 0.768902
2905 0.573778 1.280462 0.340386
2906 0.286752 1.131447 0.442534
2907 0.126560 1.033659 1.552141
2908 -0.595965 0.844020 0.237599
2909 -0.595965 0.578778 0.911675
2910 -1.020936 0.709236 1.307273
2911 -0.323008 1.598375 0.624645
2912 -0.019868 1.053344 1.511301
2913 -0.015137 1.000083 0.767014
2914 0.416669 0.916959 0.343492
2915 1.087313 0.603917 1.303144
2916 0.911435 1.192162 0.703232
2917 1.157811 0.774989 0.427753
2918 0.643239 1.589446 0.374474
2919 -0.137883 1.218197 1.575676
2920 0.616016 0.835076 0.480016
2921 0.843654 0.846929 1.953910
2922 0.843654 0.404014 0.804848
2923 0.409162 1.312809 1.338733
2924 0.772485 0.806816 0.880247
2925 0.550462 1.158194 0.940750
2926 0.741417 0.883959 0.835027
2927 -0.086764 1.311387 0.582637
2928 0.483474 0.893053 1.999791
2929 -0.469344 1.006754 0.896543
2930 -0.469344 0.491257 1.078744
2931 -0.005066 1.116422 1.003402
2932 0.472884 0.894226 0.863702
2933 -0.169622 1.102328 0.908971
2934 -0.019135 1.014304 0.800241
2935 -0.208258 0.978727 1.288857
2936 -1.043336 0.592983 0.462628
2937 -0.738731 1.311817 0.278856
2938 -0.283120 1.262108 0.228582
2939 0.464858 0.934290 0.254147
2940 0.464858 0.549881 1.021921
2941 -0.425764 1.017561 0.787498
2942 0.182134 1.076862 2.690533
2943 -0.361248 0.952502 1.130086
2944 -0.812464 0.767360 0.729798
2945 -0.592700 1.166960 0.735289
2946 0.060488 1.189838 1.572208
2947 0.060488 0.861335 1.153695
2948 -0.061434 0.999942 1.032002
2949 -0.061434 0.668426 0.885629
2950 0.780969 0.738548 0.968990
2951 0.780969 0.422703 0.876124
2952 0.360759 1.271100 0.438078
2953 1.002411 0.645752 0.538727
2954 1.002411 0.498290 2.093808
2955 0.704459 1.289536 0.942773
2956 0.896939 0.857170 1.009522
2957 0.896939 0.299217 0.495771
2958 0.315104 1.422769 1.082111
2959 0.197882 1.030523 0.786842
2960 0.197882 0.857786 1.106617
2961 0.495956 0.901759 0.763302
2962 0.495956 0.481984 1.391427
2963 0.087710 1.126527 1.027209
2964 0.727897 0.770227 0.966148
2965 0.928495 0.846932 0.473052
2966 0.363140 1.440682 0.898784
2967 0.249580 1.035402 1.755520
2968 0.004303 1.031626 0.642750
2969 0.050172 0.998751 0.295279
2970 -0.669118 0.800434 0.257800
2971 -0.669118 0.861296 0.546818
2972 -0.501846 1.102891 0.203159
2973 0.211219 1.109177 0.870416
2974 -0.012268 1.022480 6.293109
2975 -0.168859 0.985919 1.854627
2976 -0.168859 0.574947 0.115564
2977 -0.048158 1.013183 0.143696
2978 0.155980 0.989055 0.071061
2979 -0.163518 0.998797 0.068581
2980 -0.163518 0.748198 0.394756
2981 -0.163518 0.562255 5.039796
2982 0.199927 0.993406 0.158159
2983 0.356212 0.957473 1.732523
2984 -0.635304 0.870783 2.147399
2985 -0.635304 0.561380 0.283318
2986 -1.149083 0.632301 0.408979
2987 -1.149083 0.494628 4.427753
2988 -1.541704 0.589648 1.322469
2989 -1.348369 1.322304 1.280044
2990 -1.948149 0.372100 0.978853
2991 -1.948149 0.655425 0.804214
2992 -1.631214 1.763344 1.035205
2993 -1.042848 2.196058 1.346698
2994 -1.099582 0.941036 0.910534
2995 -1.372875 0.713300 1.207244
2996 -0.847011 1.792622 0.914209
2997 -0.386395 1.328517 1.094512
2998 0.240730 1.046734 0.735879
2999 -0.217017 1.005442 0.600196
3000 0.005615 1.023812 1.325397
3001 -0.397259 0.924140 0.957172
3002 0.154424 1.069279 0.933155
3003 0.435408 0.920474 0.918694
3004 0.435408 0.955405 1.221404
3005 -0.529252 0.955745 0.978712
3006 0.039949 1.149418 1.039924
3007 0.039949 0.779318 0.958008
3008 -0.442640 0.907404 1.046489
3009 0.221961 1.076088 0.851360
3010 -0.080081 1.021658 0.752882
3011 -0.316080 0.954329 1.180264
3012 0.377270 0.979011 0.457241
3013 0.377270 0.925308 0.939971
3014 0.164098 1.059399 1.182021
3015 0.164098 0.769636 0.556930
3016 0.004944 1.013543 1.612117
3017 0.004944 0.948816 0.499208
3018 0.433760 0.910227 0.694806
3019 1.154820 0.563983 1.111912
3020 1.154820 0.468223 0.584004
3021 1.154820 0.191328 0.475113
3022 1.280343 0.858272 1.336994
3023 1.280343 0.260606 0.996283
3024 1.280343 0.197277 1.284364
3025 0.655477 1.830912 1.018087
3026 0.356548 1.163301 0.999513
3027 1.245216 0.490800 0.657620
3028 1.555925 0.647155 1.000925
3029 1.275430 1.487492 1.000053
3030 1.241462 1.043673 0.903682
3031 1.241462 0.207704 0.744824
3032 1.110996 1.165860 0.978438
3033 1.110996 0.382653 0.499171
3034 0.742729 1.406821 1.571843
3035 0.742729 0.650872 1.171064
3036 0.494217 1.166139 1.060811
3037 0.402631 1.041924 0.679361
3038 -0.123234 1.076228 0.950134
3039 -0.043916 1.006651 0.537719
3040 0.298105 0.957462 0.892856
3041 0.106540 1.039519 0.922272
3042 0.854579 0.698041 0.721865
3043 0.113865 1.431425 1.427968
3044 -0.080020 1.003286 1.208937
3045 -0.080020 0.705753 0.977963
3046 -0.229163 0.977207 0.871635
3047 -0.025636 1.026268 0.531299
3048 -0.148106 0.989417 0.384460
3049 -0.447890 0.914539 0.963720
3050 -1.210761 0.531173 2.232175
3051 -1.068148 1.176449 0.923095
3052 -1.170782 0.891460 1.194676
3053 -1.523423 0.621858 0.999585
3054 -0.941099 2.049457 0.962708
3055 -1.145360 0.808083 0.969899
3056 -1.145360 0.239726 1.072325
3057 -1.145360 0.245484 0.911544
3058 -0.948668 1.228678 0.972733
3059 -0.851527 1.091372 0.673159
3060 -0.851527 0.349756 1.032165
3061 -0.292215 1.376928 0.570597
3062 0.397534 0.964330 0.805076
3063 -0.429792 0.986745 1.746201
3064 -0.429792 0.934207 1.128567
3065 -0.472182 0.981064 1.014174
3066 0.412030 1.026950 0.945448
3067 -0.021424 1.088342 0.569210
3068 -0.277993 0.962318 0.396536
3069 -0.113895 1.032677 0.448539
3070 -0.134190 0.997486 0.382294
3071 -0.416700 0.925135 1.448922
3072 -0.288919 1.046114 1.846880
3073 0.220466 1.017587 0.260693
3074 0.187963 1.006660 0.163761
3075 -0.126164 1.009754 3.804000
3076 -0.169347 0.993640 0.722194
3077 0.483108 0.902707 1.404836
3078 0.776910 0.831023 1.198642
3079 -0.093387 1.346399 0.717467
3080 -0.174047 0.989272 0.961411
3081 0.508133 0.892299 0.246792
3082 1.282662 0.499818 1.176897
3083 0.814234 1.634150 1.788807
3084 0.438276 1.265472 0.855011
3085 -0.092837 1.096073 0.826707
3086 0.665944 0.804583 0.550438
3087 0.665944 0.507823 0.880025
3088 0.555132 1.069996 1.885046
3089 -0.178686 1.148115 1.016098
3090 0.364696 0.950718 0.961588
3091 -0.263649 1.032255 1.163836
3092 -0.263649 0.638885 0.955125
3093 0.298532 0.990243 0.583986
3094 -0.664968 0.838173 1.893466
3095 -0.228584 1.215269 0.938574
3096 0.674795 0.817464 1.038336
3097 -0.144292 1.242672 0.910203
3098 -0.472030 0.903937 0.413364
3099 -0.556719 0.957373 0.447586
3100 -1.120426 0.623311 2.145205
3101 -1.485885 0.621108 1.255252
3102 -0.911679 1.990424 0.921945
3103 -0.349803 1.425323 1.002125
3104 0.075716 1.060048 0.841326
3105 0.800073 0.728191 1.220168
3106 1.769799 0.287643 0.957696
3107 1.333048 1.969116 0.823643
3108 1.154241 1.249038 1.167981
3109 0.546709 1.676470 0.537302
3110 0.400678 1.071623 1.195166
3111 0.917631 0.711236 1.167787
3112 0.684683 1.205178 0.430537
3113 0.684683 0.405324 0.974882
3114 0.684683 0.357781 0.828042
3115 0.342235 1.192239 1.741408
3116 0.342235 0.654807 0.579403
3117 0.342235 0.554593 0.719940
3118 -0.014496 1.060200 0.968527
3119 0.318613 0.950609 0.934744
3120 -0.344462 0.991467 0.952984
3121 -0.059816 1.059226 0.949786
3122 0.794610 0.730582 1.213651
3123 0.526383 1.193826 0.971081
3124 0.344462 1.082434 1.008240
3125 0.654439 0.856571 0.554688
3126 0.899106 0.826917 0.211669
3127 0.757469 1.124474 1.089489
3128 0.649281 1.079067 1.349417
3129 -0.308481 1.177275 0.493055
3130 0.050813 1.047377 0.638282
3131 0.811670 0.720281 1.867451
3132 0.811670 0.786277 0.946033
3133 -0.036592 1.389209 0.577018
3134 -0.036592 0.778140 0.323294
3135 -0.029603 1.000231 1.845454
3136 -0.243568 0.971198 1.018004
3137 -0.833216 0.727994 1.895128
3138 -0.465316 1.269808 1.668647
3139 -0.054323 1.112694 1.003798
3140 -0.979431 0.619919 0.691803
3141 -0.435804 1.469143 0.288298
3142 -0.166173 1.084540 0.338028
3143 -0.156377 1.001581 0.917028
3144 0.065096 1.010159 0.493034
3145 -0.603290 0.835387 2.022344
3146 -0.113926 1.191830 0.542057
3147 0.176092 0.991026 1.225130
3148 0.176092 0.587790 0.373329
3149 1.137455 0.531848 2.024995
3150 0.361522 1.788815 0.607276
3151 1.025575 0.630935 0.261888
3152 1.025575 0.530197 0.411732
3153 0.653157 1.366967 2.536649
3154 0.896237 0.828355 0.649489
3155 0.093204 1.487768 0.467065
3156 1.050722 0.578299 0.828617
3157 0.435560 1.579569 0.270446
3158 0.987976 0.674899 1.250820
3159 0.571184 1.383923 2.876778
3160 -0.166417 1.160996 0.423160
3161 -0.917692 0.665490 1.248375
3162 -0.609119 1.265625 0.680017
3163 -0.236518 1.170630 0.998998
3164 0.391522 0.952491 0.834997
3165 0.391522 0.694546 0.959095
3166 1.374432 0.419838 1.000174
3167 1.374432 0.489216 0.960178
3168 1.134465 1.351245 0.946016
3169 1.134465 0.480603 0.851060
3170 0.909879 1.258053 0.526902
3171 0.909879 0.382350 2.281768
3172 1.303781 0.646629 0.631990
3173 1.303781 0.769231 0.856255
3174 1.582812 0.668497 0.592621
3175 1.582812 0.649097 0.135614
3176 0.666189 2.803149 0.307001
3177 1.079501 0.697148 1.211925
3178 0.472945 1.601310 0.709399
3179 0.671407 0.892655 0.965573
3180 -0.088351 1.247936 2.645011
3181 0.207953 0.982437 0.970593
3182 0.697439 0.801245 1.521355
3183 0.697439 0.576664 1.034649
3184 0.120121 1.266170 0.644183
3185 -0.127659 0.999067 0.425173
3186 0.695090 0.791816 1.272967
3187 1.482009 0.424603 0.395741
3188 1.356914 1.194309 0.766302
3189 1.725730 0.566394 0.943853
3190 0.923734 2.893393 0.246286
3191 0.923734 0.374094 2.309446
3192 0.239601 1.488752 1.723109
3193 0.239601 0.778584 0.893556
3194 0.122868 1.021381 0.346810
3195 0.142979 0.997330 0.349836
3196 0.121403 1.002856 2.733667
3197 0.776055 0.745454 0.564135
3198 0.776055 0.406691 1.259433
3199 0.053529 1.349451 0.851411
3200 0.053529 0.636555 1.165096
3201 -0.922605 0.654314 1.012003
3202 -1.117161 0.820022 0.645541
3203 -1.021546 1.107656 0.971519
3204 -1.021546 0.493062 0.942599
3205 -1.614612 0.457624 0.611001
3206 -1.994171 0.504154 0.926745
3207 -1.103671 3.972174 1.176966
3208 -1.103671 0.274610 0.727064
3209 -1.828089 0.345795 1.377138
3210 -1.348369 2.142356 0.964832
3211 -2.195959 0.222669 0.725685
3212 -2.195959 0.466939 0.977537
3213 -2.062929 1.327477 1.060636
3214 -2.062929 0.260692 0.845544
3215 -2.139988 0.850495 1.180159
3216 -2.139988 0.117217 0.886768
3217 -2.024537 1.271758 0.545574
3218 -2.317972 0.528812 0.938440
3219 -1.796991 2.920953 0.393979
3220 -1.050661 2.894013 0.838466
3221 -0.206793 1.699888 0.671329
3222 0.213111 0.998675 0.493549
3223 -0.267220 0.987089 0.379399
3224 -0.914243 0.682347 1.522313
3225 -0.389050 1.408098 0.411543
3226 0.057833 1.076815 1.142683
3227 0.030763 1.001200 0.747183
3228 0.763665 0.747427 0.593725
3229 0.067934 1.335471 0.680286
3230 0.674429 0.798421 0.233595
3231 0.674429 0.368113 0.502029
3232 1.426374 0.453915 2.007263
3233 2.291787 0.200113 1.901303
3234 2.363231 0.846804 1.049050
3235 2.363231 0.062776 0.732679
3236 2.363231 0.071932 1.015446
3237 2.363231 0.491741 0.603317
3238 1.395459 6.164323 0.734007
3239 1.395459 0.385700 2.054968
3240 1.628346 0.703208 0.878738
3241 1.753990 0.808571 0.896910
3242 1.365337 1.833393 0.557909
3243 1.286874 1.109656 0.364067
3244 0.392468 2.119132 1.300406
3245 1.196173 0.528137 1.057779
3246 0.223273 1.994691 1.000386
3247 -0.136753 1.015697 0.812799
3248 -0.369396 0.942824 1.206017
3249 -1.194952 0.524280 1.020988
3250 -1.194952 0.186803 0.997976
3251 -1.194952 0.421660 0.987437
3252 -0.447645 1.847368 0.942282
3253 -1.055666 0.633167 0.783511
3254 -1.055666 0.485759 1.289412
3255 -1.055666 0.220008 0.982826
3256 -1.381146 0.672625 0.739946
3257 -1.371960 1.012725 0.951748
3258 -1.009491 1.539720 0.358732
3259 -1.009491 0.533231 0.720351
3260 -0.692312 1.309818 0.702598
3261 -1.363445 0.501655 1.580796
3262 -1.393872 0.958919 0.259086
3263 -0.708640 2.055161 0.425444
3264 -0.837397 0.905261 1.183721
3265 -1.831355 0.265454 1.332746
3266 -1.831355 0.161899 0.866135
3267 -0.935240 3.454209 1.145147
3268 -0.435438 1.408512 1.141017
3269 -0.536607 0.952019 0.798138
3270 -0.283944 1.109225 0.756302
3271 0.644032 0.846135 1.337154
3272 -0.234077 1.197209 0.768690
3273 -0.063692 1.025692 0.827719
3274 -0.411939 0.920518 0.633046
3275 -0.136692 1.078428 1.012281
3276 -0.684652 0.798491 1.072631
3277 -1.044435 0.732679 1.455091
3278 -1.044435 0.361190 0.604667
3279 -1.044435 0.615080 0.389374
3280 -0.755760 1.296717 0.242131
3281 -0.369610 1.242694 0.927234
3282 -0.529557 0.930615 0.626045
3283 -0.529557 0.677047 1.072831
3284 -0.475814 1.027384 0.099845
3285 -0.880459 0.760025 2.000555
3286 -0.335246 1.392930 0.799773
3287 -0.933256 0.684348 0.444709
3288 -0.933256 0.619782 0.611986
3289 -0.266823 1.491655 0.149210
3290 -0.266823 0.795833 0.910161
3291 0.605914 0.862458 0.871187
3292 -0.236976 1.168227 1.106318
3293 0.323496 0.976046 2.303767
3294 -0.325297 0.999416 2.447262
3295 -1.273415 0.468657 1.390398
3296 -1.466140 0.767982 0.649361
3297 -1.466140 0.348694 0.465683
3298 -0.702109 2.289434 0.502741
3299 -0.313578 1.218125 1.101260
3300 0.523759 0.915764 0.382388
3301 0.859310 0.792910 2.663621
3302 0.879238 0.982826 1.462717
3303 1.496048 0.480682 1.596470
3304 1.117649 1.639695 1.182664
3305 0.734489 1.425942 0.834726
3306 1.198584 0.638544 1.191700
3307 1.198584 0.189844 0.911036
3308 0.840571 1.440545 1.095512
3309 1.815302 0.274068 0.915934
3310 0.977783 3.220805 0.838925
3311 0.977783 0.380350 1.308135
3312 1.754875 0.345845 0.926536
3313 1.962493 0.679842 1.080695
3314 1.962493 0.511434 0.955623
3315 1.746025 1.493896 1.007787
3316 1.587359 1.302710 0.607280
3317 1.623280 0.943968 0.908565
3318 1.623280 0.145113 1.840564
3319 1.432447 1.338521 0.949492
3320 0.806543 2.015156 1.014033
3321 0.010407 1.384310 0.988056
3322 0.713401 0.775369 0.842679
3323 0.072054 1.286434 1.011291
3324 0.750572 0.756477 1.240367
3325 0.581469 1.119213 0.803242
3326 0.821192 0.845248 0.976966
3327 0.207678 1.371100 1.010213
3328 0.207678 0.809997 0.826541
3329 0.207678 0.754302 0.907523
3330 -0.375195 0.952352 1.375926
3331 0.593371 0.899731 0.993112
3332 0.212348 1.165907 0.923230
3333 0.212348 0.689657 1.041813
3334 0.284707 0.982177 1.011174
3335 -0.436842 0.946593 0.924205
3336 0.095859 1.095073 0.965403
3337 -0.232063 0.977915 0.723455
3338 0.679678 0.815418 1.441469
3339 0.494217 1.115002 1.107896
3340 0.095431 1.124762 0.877373
3341 0.234626 0.977291 0.572215
3342 0.909726 0.679583 1.061040
3343 0.909726 0.307073 0.991091
3344 1.193030 0.742406 0.787168
3345 1.288827 0.887916 1.084856
3346 0.838527 1.614418 0.827954
3347 0.838527 0.752143 0.576883
3348 1.124577 0.755200 1.504923
3349 1.124577 0.686432 1.153256
3350 1.124577 0.276079 0.995416
3351 1.511032 0.600932 0.928644
3352 1.511032 0.550480 0.968210
3353 0.839656 2.201411 0.999199
3354 1.694143 0.338731 1.039813
3355 0.922239 2.745049 0.603247
3356 0.229255 1.490309 1.253460
3357 0.229255 0.498714 1.413159
3358 0.229255 0.832537 0.919792
3359 0.312784 0.977616 0.949183
3360 -0.354808 0.986070 0.886046
3361 -0.561083 0.909862 0.431032
3362 0.198309 1.147681 1.165866
3363 -0.646107 0.827733 0.998331
3364 -0.646107 0.653983 1.073104
3365 -0.646107 0.318159 1.012978
3366 -0.646107 0.401299 0.867353
3367 -1.088656 0.681228 1.102942
3368 -1.432752 0.648040 1.048825
3369 -0.889554 1.878995 0.851578
3370 -0.031648 1.484610 1.206580
3371 -0.492386 0.886281 0.801434
3372 -0.236854 1.097650 0.724555
3373 -0.236854 0.763894 1.347432
3374 0.565020 0.876715 0.832792
3375 1.529740 0.364063 1.163696
3376 1.529740 0.186169 0.549125
3377 1.529740 0.404147 1.656600
3378 1.183630 1.599295 1.118055
3379 1.221198 0.955832 0.931738
3380 1.784661 0.428765 1.045638
3381 1.784661 0.114740 0.920001
3382 1.296335 2.121803 0.685310
3383 1.574633 0.670660 0.925114
3384 1.574633 0.196066 0.692545
3385 1.322398 1.441043 1.151063
3386 1.133580 1.260951 1.337410
3387 0.884030 1.286271 0.569816
3388 0.884030 0.592109 1.705471
3389 0.884030 0.347911 0.829454
3390 0.374401 1.378045 0.991381
3391 0.374401 0.707675 1.013452
3392 -0.602527 0.894553 0.935785
3393 0.099124 1.193162 0.971931
3394 -0.497116 0.888119 1.098399
3395 -0.027833 1.131082 0.729625
3396 0.189978 0.982497 0.404611
3397 0.583026 0.859062 0.723999
3398 0.583026 0.346144 0.606240
3399 -0.318705 1.126565 0.146492
3400 -0.526566 0.915899 2.208011
3401 -0.526566 0.634545 0.334963
3402 -1.360668 0.455175 2.443868
3403 -1.433943 0.902680 1.459954
3404 -1.433943 0.457015 0.891870
3405 -1.147771 1.446877 0.880850
3406 -1.616565 0.523115 1.280462
3407 -0.733879 2.821738 1.131447
3408 -1.181494 0.651372 1.033659
3409 -0.280679 1.932034 0.844020
3410 -0.538774 0.899651 0.578778
3411 -0.538774 0.379941 0.709236
3412 0.310709 1.101716 1.598375
3413 -0.088260 1.045374 1.053344
3414 -0.088260 0.673353 1.000083
3415 -0.459029 0.903518 0.916959
3416 -0.382763 1.032621 0.603917
3417 -0.214515 1.051529 1.192162
3418 0.721824 0.788592 0.774989
3419 -0.082858 1.293151 1.589446
3420 0.505997 0.882864 1.218197
3421 -0.297647 1.087324 0.835076
3422 -0.468520 0.936638 0.846929
3423 -1.325449 0.463637 0.404014
3424 -1.591845 0.678020 1.312809
3425 -1.898038 0.586087 0.806816
3426 -0.934233 3.915246 1.158194
3427 -0.934233 0.498410 0.883959
3428 -0.547716 1.331624 1.311387
3429 0.387097 1.077964 0.893053
3430 0.710685 0.837265 1.006754
3431 1.256203 0.584799 0.491257
3432 1.998260 0.298944 1.116422
3433 2.559160 0.278558 0.894226
3434 2.258156 2.064764 1.102328
3435 2.004578 1.716811 1.014304
3436 2.357097 0.463575 0.978727
3437 2.357097 0.071823 0.592983
3438 2.208563 1.403651 1.311817
3439 1.732933 2.553203 1.262108
3440 1.732933 0.445187 0.934290
3441 1.464522 1.535897 0.549881
3442 1.391675 1.109638 1.017561
3443 1.728751 0.591016 1.076862
3444 2.048494 0.546690 0.952502
3445 2.048494 0.136777 0.767360
3446 1.170019 4.111105 1.166960
3447 0.753899 1.492258 1.189838
3448 1.174780 0.666396 0.861335
3449 0.471847 1.783778 0.999942
3450 0.471847 0.633880 0.668426
3451 0.471847 0.477534 0.738548
3452 -0.434523 1.017059 0.422703
3453 0.508469 0.965735 1.271100
3454 0.136357 1.127467 0.645752
3455 0.136357 0.858478 0.498290
3456 0.151036 0.997893 1.289536
3457 -0.121525 1.004030 0.857170
3458 -0.069002 1.005016 0.299217
3459 -0.514420 0.878154 1.422769
3460 -0.812006 0.820893 1.030523
3461 -1.104160 0.755854 0.857786
3462 -0.204627 1.801552 0.901759
3463 -0.660970 0.820776 0.481984
3464 -0.660970 0.497174 1.126527
3465 -0.660970 0.380410 0.770227
3466 -0.660970 0.506626 0.846932
3467 0.106967 1.237038 1.440682
3468 0.106967 0.757035 1.035402
3469 0.844386 0.704144 1.031626
3470 0.595141 1.196496 0.998751
3471 0.595141 0.460937 0.800434
3472 0.595141 0.653750 0.861296
3473 1.052461 0.686094 1.102891
3474 0.375286 1.621607 1.109177
3475 0.302988 1.024822 1.022480
3476 -0.546800 0.901591 0.985919
3477 -0.379101 1.080730 0.574947
3478 -0.379101 0.749941 1.013183
3479 -0.092441 1.069922 0.989055
3480 -0.092441 0.647390 0.998797
3481 -0.092441 0.758683 0.748198
3482 0.052736 1.002886 0.562255
3483 0.052736 0.617383 0.993406
3484 0.052736 0.900196 0.957473
3485 -0.058565 0.999676 0.870783
3486 -0.683737 0.792920 0.561380
3487 -1.297006 0.544785 0.632301
3488 -1.879940 0.396145 0.494628
3489 -1.120426 3.124925 0.589648
3490 -0.836940 1.319751 1.322304
3491 -1.471694 0.480606 0.372100
3492 -0.630329 2.421251 0.655425
3493 0.163976 1.203475 1.763344
3494 -0.383984 0.941503 2.196058
3495 0.353313 1.011371 0.941036
3496 -0.360424 0.997466 0.713300
3497 -1.034242 0.625080 1.792622
3498 -1.140477 0.890907 1.328517
3499 -1.379711 0.739739 1.046734
3500 -1.379711 0.323049 1.005442
3501 -1.347514 1.044882 1.023812
3502 -1.130009 1.309228 0.924140
